train_epoch	loss	val_loss	batch_size	dataset	depth	epochs	first_layer	kappa	learning_rate	num_components	seed
29	4269.604362307976	4287.810828006629	25	TARGET	1	50	100	0.0	0.0015	50	613
30	4253.507787017308	4302.945386482008	25	TARGET	1	50	100	0.0	0.0015	50	613
31	4263.460579098274	4313.989635120739	25	TARGET	1	50	100	0.0	0.0015	50	613
32	4260.5334402784365	4302.230461351799	25	TARGET	1	50	100	0.0	0.0015	50	613
33	4259.176549840857	4303.028386896307	25	TARGET	1	50	100	0.0	0.0015	50	613
34	4250.110384443392	4274.774658203125	25	TARGET	1	50	100	0.0	0.0015	50	613
35	4250.991520017888	4271.879165187027	25	TARGET	1	50	100	0.0	0.0015	50	613
36	4247.5353165443485	4279.464902935606	25	TARGET	1	50	100	0.0	0.0015	50	613
37	4251.255329992635	4296.564704663826	25	TARGET	1	50	100	0.0	0.0015	50	613
38	4238.2344526811075	4277.49853515625	25	TARGET	1	50	100	0.0	0.0015	50	613
39	4247.490859933975	4282.446747750947	25	TARGET	1	50	100	0.0	0.0015	50	613
40	4233.297178326231	4268.840879498106	25	TARGET	1	50	100	0.0	0.0015	50	613
41	4237.825832379787	4277.739265210701	25	TARGET	1	50	100	0.0	0.0015	50	613
42	4237.739704170613	4283.644583037405	25	TARGET	1	50	100	0.0	0.0015	50	613
43	4234.87267614294	4273.100186434659	25	TARGET	1	50	100	0.0	0.0015	50	613
44	4230.04119030474	4260.181751598011	25	TARGET	1	50	100	0.0	0.0015	50	613
45	4234.337105182686	4261.051491477273	25	TARGET	1	50	100	0.0	0.0015	50	613
46	4227.476498793271	4266.046749230587	25	TARGET	1	50	100	0.0	0.0015	50	613
47	4234.3260814525465	4258.75234522964	25	TARGET	1	50	100	0.0	0.0015	50	613
48	4229.708395807029	4257.975156841856	25	TARGET	1	50	100	0.0	0.0015	50	613
49	4223.282005849511	4259.600748697917	25	TARGET	1	50	100	0.0	0.0015	50	613
0	5185.024874394992	13073.6337890625	25	TARGET	1	50	100	1.0	0.0015	50	272
1	4711.90445388126	7104.558719519413	25	TARGET	1	50	100	1.0	0.0015	50	272
2	4581.186691952073	5334.869488340436	25	TARGET	1	50	100	1.0	0.0015	50	272
3	4520.3141366464115	4676.941916725852	25	TARGET	1	50	100	1.0	0.0015	50	272
4	4458.344447896938	4603.899251302083	25	TARGET	1	50	100	1.0	0.0015	50	272
5	4455.922868002946	4547.709583629261	25	TARGET	1	50	100	1.0	0.0015	50	272
6	4438.951424235848	4559.891557173295	25	TARGET	1	50	100	1.0	0.0015	50	272
7	4412.498956853693	4522.488155480587	25	TARGET	1	50	100	1.0	0.0015	50	272
8	4410.361545960911	4426.236823804451	25	TARGET	1	50	100	1.0	0.0015	50	272
9	4376.3337048874155	4478.953568892045	25	TARGET	1	50	100	1.0	0.0015	50	272
10	4379.526991924453	4474.654222892992	25	TARGET	1	50	100	1.0	0.0015	50	272
11	4375.989919540457	4432.531494140625	25	TARGET	1	50	100	1.0	0.0015	50	272
12	4371.729115701283	4334.504379734848	25	TARGET	1	50	100	1.0	0.0015	50	272
13	4379.69123115925	4330.987060546875	25	TARGET	1	50	100	1.0	0.0015	50	272
14	4353.075621942077	4335.685768821023	25	TARGET	1	50	100	1.0	0.0015	50	272
15	4345.944283328073	4336.80791311553	25	TARGET	1	50	100	1.0	0.0015	50	272
16	4343.048200099958	4320.036191998106	25	TARGET	1	50	100	1.0	0.0015	50	272
17	4324.376164805608	4319.821015329072	25	TARGET	1	50	100	1.0	0.0015	50	272
18	4327.745142670192	4283.144708806818	25	TARGET	1	50	100	1.0	0.0015	50	272
19	4319.3241940893295	4291.465909090909	25	TARGET	1	50	100	1.0	0.0015	50	272
20	4312.489942557081	4295.777565696023	25	TARGET	1	50	100	1.0	0.0015	50	272
21	4297.525199915825	4321.043212890625	25	TARGET	1	50	100	1.0	0.0015	50	272
22	4299.478236959438	4265.023001006155	25	TARGET	1	50	100	1.0	0.0015	50	272
23	4294.252260561342	4272.733502012311	25	TARGET	1	50	100	1.0	0.0015	50	272
24	4298.472960398253	4282.327030066288	25	TARGET	1	50	100	1.0	0.0015	50	272
25	4288.279903527462	4253.718283913352	25	TARGET	1	50	100	1.0	0.0015	50	272
26	4280.607964409723	4242.354536576705	25	TARGET	1	50	100	1.0	0.0015	50	272
27	4280.835605402988	4277.704020182292	25	TARGET	1	50	100	1.0	0.0015	50	272
28	4286.501551156092	4260.571044921875	25	TARGET	1	50	100	1.0	0.0015	50	272
29	4273.859539815472	4243.915867660985	25	TARGET	1	50	100	1.0	0.0015	50	272
30	4267.168067392677	4248.802238695549	25	TARGET	1	50	100	1.0	0.0015	50	272
31	4276.2135507089115	4264.219156901042	25	TARGET	1	50	100	1.0	0.0015	50	272
32	4262.325049814552	4221.503869258996	25	TARGET	1	50	100	1.0	0.0015	50	272
33	4270.647000605009	4246.068107836174	25	TARGET	1	50	100	1.0	0.0015	50	272
34	4261.808624986848	4260.254579486269	25	TARGET	1	50	100	1.0	0.0015	50	272
35	4253.819347445812	4262.163559422348	25	TARGET	1	50	100	1.0	0.0015	50	272
36	4254.779924900042	4232.73379054214	25	TARGET	1	50	100	1.0	0.0015	50	272
37	4248.171987206045	4234.159201882102	25	TARGET	1	50	100	1.0	0.0015	50	272
38	4250.489197804872	4227.815851384943	25	TARGET	1	50	100	1.0	0.0015	50	272
39	4256.8909636731905	4266.373017282197	25	TARGET	1	50	100	1.0	0.0015	50	272
40	4245.110487196181	4233.548569187973	25	TARGET	1	50	100	1.0	0.0015	50	272
41	4250.622876716383	4239.442360617898	25	TARGET	1	50	100	1.0	0.0015	50	272
42	4245.083944917929	4231.559400153883	25	TARGET	1	50	100	1.0	0.0015	50	272
43	4237.150353222985	4212.522061434659	25	TARGET	1	50	100	1.0	0.0015	50	272
44	4240.461129442208	4204.682824337121	25	TARGET	1	50	100	1.0	0.0015	50	272
45	4237.2896749066185	4223.999289772727	25	TARGET	1	50	100	1.0	0.0015	50	272
46	4237.272560402199	4225.904614997633	25	TARGET	1	50	100	1.0	0.0015	50	272
47	4237.539191146491	4204.415778882576	25	TARGET	1	50	100	1.0	0.0015	50	272
48	4242.672147089384	4242.354662346117	25	TARGET	1	50	100	1.0	0.0015	50	272
49	4230.7027176879465	4205.511881510417	25	TARGET	1	50	100	1.0	0.0015	50	272
0	5275.458413891521	23051.851444128788	50	TARGET	1	50	100	0.5	0.0015	75	4279
1	4798.183629918982	17295.44708806818	50	TARGET	1	50	100	0.5	0.0015	75	4279
2	4617.392587989269	13332.371922348484	50	TARGET	1	50	100	0.5	0.0015	75	4279
3	4530.820983270202	10387.316672585228	50	TARGET	1	50	100	0.5	0.0015	75	4279
4	4481.424502183291	7195.509114583332	50	TARGET	1	50	100	0.5	0.0015	75	4279
5	4451.255496041141	5529.429140033145	50	TARGET	1	50	100	0.5	0.0015	75	4279
6	4431.980111992319	5148.061005563447	50	TARGET	1	50	100	0.5	0.0015	75	4279
7	4422.308089028304	4797.041119199811	50	TARGET	1	50	100	0.5	0.0015	75	4279
8	4391.265465527673	4738.746493252841	50	TARGET	1	50	100	0.5	0.0015	75	4279
9	4392.495572587858	4783.789151278409	50	TARGET	1	50	100	0.5	0.0015	75	4279
10	4372.9398575599735	4641.330817945076	50	TARGET	1	50	100	0.5	0.0015	75	4279
11	4366.421692511048	4560.688935250947	50	TARGET	1	50	100	0.5	0.0015	75	4279
12	4360.6513951362585	4530.761023319129	50	TARGET	1	50	100	0.5	0.0015	75	4279
13	4352.192537352694	4474.765846946023	50	TARGET	1	50	100	0.5	0.0015	75	4279
14	4342.395963212858	4571.080240885417	50	TARGET	1	50	100	0.5	0.0015	75	4279
15	4342.275561605639	4487.447517163826	50	TARGET	1	50	100	0.5	0.0015	75	4279
16	4329.6412004156155	4417.5947265625	50	TARGET	1	50	100	0.5	0.0015	75	4279
17	4322.421533038721	4384.952784682765	50	TARGET	1	50	100	0.5	0.0015	75	4279
18	4316.691797532618	4342.954042376894	50	TARGET	1	50	100	0.5	0.0015	75	4279
19	4309.754111755577	4333.467196377841	50	TARGET	1	50	100	0.5	0.0015	75	4279
20	4302.524164167719	4331.125103574811	50	TARGET	1	50	100	0.5	0.0015	75	4279
21	4294.831702441077	4307.418220288826	50	TARGET	1	50	100	0.5	0.0015	75	4279
22	4304.042108914668	4320.333037405303	50	TARGET	1	50	100	0.5	0.0015	75	4279
23	4291.301424071444	4316.518007220644	50	TARGET	1	50	100	0.5	0.0015	75	4279
24	4288.648667666245	4307.525612571023	50	TARGET	1	50	100	0.5	0.0015	75	4279
25	4283.457830255682	4284.768880208333	50	TARGET	1	50	100	0.5	0.0015	75	4279
26	4273.771472866688	4260.295350970644	50	TARGET	1	50	100	0.5	0.0015	75	4279
27	4272.2604035143095	4294.946067116477	50	TARGET	1	50	100	0.5	0.0015	75	4279
28	4267.820478548506	4267.473677201705	50	TARGET	1	50	100	0.5	0.0015	75	4279
29	4266.269675925926	4255.051506273674	50	TARGET	1	50	100	0.5	0.0015	75	4279
30	4263.306099734323	4275.491432883523	50	TARGET	1	50	100	0.5	0.0015	75	4279
31	4256.515861742424	4293.443285392992	50	TARGET	1	50	100	0.5	0.0015	75	4279
32	4255.637940275147	4255.917006983902	50	TARGET	1	50	100	0.5	0.0015	75	4279
33	4253.145376288931	4257.722922585227	50	TARGET	1	50	100	0.5	0.0015	75	4279
34	4245.518944326073	4274.020108309659	50	TARGET	1	50	100	0.5	0.0015	75	4279
35	4239.142583057133	4241.907611268939	50	TARGET	1	50	100	0.5	0.0015	75	4279
36	4246.852126407302	4254.51581735322	50	TARGET	1	50	100	0.5	0.0015	75	4279
37	4234.964666193182	4252.615056818182	50	TARGET	1	50	100	0.5	0.0015	75	4279
38	4237.580089633312	4225.5927734375	50	TARGET	1	50	100	0.5	0.0015	75	4279
39	4236.698238899411	4256.525213068182	50	TARGET	1	50	100	0.5	0.0015	75	4279
40	4234.829356389415	4227.441051136364	50	TARGET	1	50	100	0.5	0.0015	75	4279
41	4232.0204946601425	4254.696466619318	50	TARGET	1	50	100	0.5	0.0015	75	4279
42	4228.404451415194	4226.833407315341	50	TARGET	1	50	100	0.5	0.0015	75	4279
43	4223.0045704440245	4226.103352864583	50	TARGET	1	50	100	0.5	0.0015	75	4279
44	4222.337053806292	4240.97412109375	50	TARGET	1	50	100	0.5	0.0015	75	4279
45	4223.0940294875845	4253.434659090909	50	TARGET	1	50	100	0.5	0.0015	75	4279
46	4219.340348471696	4217.852598248106	50	TARGET	1	50	100	0.5	0.0015	75	4279
47	4221.34264520202	4238.618341619318	50	TARGET	1	50	100	0.5	0.0015	75	4279
48	4218.191455571338	4231.412331321023	50	TARGET	1	50	100	0.5	0.0015	75	4279
49	4213.461460306187	4234.937278053977	50	TARGET	1	50	100	0.5	0.0015	75	4279
0	5210.75331110585	29375.248401988636	50	TARGET	1	100	100	1.0	0.0015	100	396
1	4682.150402133312	22149.35091145833	50	TARGET	1	100	100	1.0	0.0015	100	396
2	4552.7663072785135	10954.53749408144	50	TARGET	1	100	100	1.0	0.0015	100	396
3	4476.169645675504	7499.044907078597	50	TARGET	1	100	100	1.0	0.0015	100	396
4	4428.610154277148	5950.515447443182	50	TARGET	1	100	100	1.0	0.0015	100	396
5	4403.800261731903	5245.583170572917	50	TARGET	1	100	100	1.0	0.0015	100	396
6	4397.001915311974	5036.668590198864	50	TARGET	1	100	100	1.0	0.0015	100	396
7	4386.8965567129635	4989.639204545455	50	TARGET	1	100	100	1.0	0.0015	100	396
8	4369.079815077862	4984.420055042614	50	TARGET	1	100	100	1.0	0.0015	100	396
9	4354.804916022201	4775.763301964962	50	TARGET	1	100	100	1.0	0.0015	100	396
10	4353.588339449179	4636.17510061553	50	TARGET	1	100	100	1.0	0.0015	100	396
11	4340.1188282565245	4556.628891453598	50	TARGET	1	100	100	1.0	0.0015	100	396
12	4340.1405345775465	4505.196806936553	50	TARGET	1	100	100	1.0	0.0015	100	396
13	4326.482798361217	4383.12128610322	50	TARGET	1	100	100	1.0	0.0015	100	396
14	4314.270267781986	4369.696377840909	50	TARGET	1	100	100	1.0	0.0015	100	396
15	4308.234508167614	4284.759736032197	50	TARGET	1	100	100	1.0	0.0015	100	396
16	4310.6237291535135	4311.806255918561	50	TARGET	1	100	100	1.0	0.0015	100	396
17	4296.680003156565	4258.822354403409	50	TARGET	1	100	100	1.0	0.0015	100	396
18	4299.6449948705795	4300.189541903409	50	TARGET	1	100	100	1.0	0.0015	100	396
19	4285.751828177609	4261.303355823864	50	TARGET	1	100	100	1.0	0.0015	100	396
20	4280.60867299295	4245.405672940341	50	TARGET	1	100	100	1.0	0.0015	100	396
21	4283.228749079335	4218.922733191288	50	TARGET	1	100	100	1.0	0.0015	100	396
22	4273.550656302609	4218.883507930871	50	TARGET	1	100	100	1.0	0.0015	100	396
23	4262.459791600905	4219.833939985795	50	TARGET	1	100	100	1.0	0.0015	100	396
24	4269.577284893203	4217.48271780303	50	TARGET	1	100	100	1.0	0.0015	100	396
25	4254.8625726667715	4234.860381155303	50	TARGET	1	100	100	1.0	0.0015	100	396
26	4255.090743042403	4210.985395951705	50	TARGET	1	100	100	1.0	0.0015	100	396
27	4249.423497672033	4211.30829782197	50	TARGET	1	100	100	1.0	0.0015	100	396
28	4249.199080650254	4223.832282788826	50	TARGET	1	100	100	1.0	0.0015	100	396
29	4248.574637981375	4307.154252485795	50	TARGET	1	100	100	1.0	0.0015	100	396
30	4242.3936007207485	4189.643584280303	50	TARGET	1	100	100	1.0	0.0015	100	396
31	4239.9777330597635	4175.61103219697	50	TARGET	1	100	100	1.0	0.0015	100	396
32	4234.145216816602	4202.774562026515	50	TARGET	1	100	100	1.0	0.0015	100	396
33	4228.892783630577	4177.528571851326	50	TARGET	1	100	100	1.0	0.0015	100	396
34	4219.325289023043	4180.674257220644	50	TARGET	1	100	100	1.0	0.0015	100	396
35	4228.282675386679	4208.813106652462	50	TARGET	1	100	100	1.0	0.0015	100	396
36	4225.640610203598	4185.368607954545	50	TARGET	1	100	100	1.0	0.0015	100	396
37	4224.70529513889	4159.325772372159	50	TARGET	1	100	100	1.0	0.0015	100	396
38	4213.811151883418	4161.690843986742	50	TARGET	1	100	100	1.0	0.0015	100	396
39	4213.094188959912	4158.320519649621	50	TARGET	1	100	100	1.0	0.0015	100	396
40	4215.071137810396	4173.044211647727	50	TARGET	1	100	100	1.0	0.0015	100	396
41	4208.255770596591	4168.720821496212	50	TARGET	1	100	100	1.0	0.0015	100	396
42	4211.699953637942	4158.585922703598	50	TARGET	1	100	100	1.0	0.0015	100	396
43	4209.427431870791	4168.828391335227	50	TARGET	1	100	100	1.0	0.0015	100	396
44	4204.571247961385	4194.050115411932	50	TARGET	1	100	100	1.0	0.0015	100	396
45	4208.464159827441	4151.124896425189	50	TARGET	1	100	100	1.0	0.0015	100	396
46	4203.408300123632	4148.745235558712	50	TARGET	1	100	100	1.0	0.0015	100	396
47	4201.040986032197	4136.455891927083	50	TARGET	1	100	100	1.0	0.0015	100	396
48	4200.536793718435	4180.301003196023	50	TARGET	1	100	100	1.0	0.0015	100	396
49	4196.900926583544	4148.083126183712	50	TARGET	1	100	100	1.0	0.0015	100	396
50	4197.580998789983	4177.941302675189	50	TARGET	1	100	100	1.0	0.0015	100	396
51	4196.7195062605215	4145.297821969697	50	TARGET	1	100	100	1.0	0.0015	100	396
52	4189.20953677399	4136.595629142992	50	TARGET	1	100	100	1.0	0.0015	100	396
53	4191.972205781776	4139.181359493371	50	TARGET	1	100	100	1.0	0.0015	100	396
54	4196.279931476221	4140.537331321023	50	TARGET	1	100	100	1.0	0.0015	100	396
55	4186.80677954677	4182.079042376894	50	TARGET	1	100	100	1.0	0.0015	100	396
56	4185.725373855746	4151.57148141572	50	TARGET	1	100	100	1.0	0.0015	100	396
57	4183.128043948601	4137.98505563447	50	TARGET	1	100	100	1.0	0.0015	100	396
58	4191.28639668166	4151.757753314394	50	TARGET	1	100	100	1.0	0.0015	100	396
59	4178.737104114057	4160.887103456439	50	TARGET	1	100	100	1.0	0.0015	100	396
60	4188.401934382891	4151.632250236742	50	TARGET	1	100	100	1.0	0.0015	100	396
61	4184.774489688552	4143.286591500947	50	TARGET	1	100	100	1.0	0.0015	100	396
62	4173.022066366793	4124.342277758049	50	TARGET	1	100	100	1.0	0.0015	100	396
63	4177.765918461963	4128.77959280303	50	TARGET	1	100	100	1.0	0.0015	100	396
64	4174.706583247843	4151.370738636364	50	TARGET	1	100	100	1.0	0.0015	100	396
65	4170.191264862164	4132.629069010417	50	TARGET	1	100	100	1.0	0.0015	100	396
66	4177.610737912984	4132.645189689867	50	TARGET	1	100	100	1.0	0.0015	100	396
67	4174.102345887259	4136.116714015152	50	TARGET	1	100	100	1.0	0.0015	100	396
68	4171.6477034340805	4137.227494673295	50	TARGET	1	100	100	1.0	0.0015	100	396
69	4173.967821114794	4144.702222419508	50	TARGET	1	100	100	1.0	0.0015	100	396
70	4166.670430706808	4129.209931344697	50	TARGET	1	100	100	1.0	0.0015	100	396
71	4170.679581459121	4111.93329782197	50	TARGET	1	100	100	1.0	0.0015	100	396
72	4161.65870209254	4126.208466500947	50	TARGET	1	100	100	1.0	0.0015	100	396
73	4162.379318905198	4141.675603693182	50	TARGET	1	100	100	1.0	0.0015	100	396
74	4171.040198534827	4129.036769057765	50	TARGET	1	100	100	1.0	0.0015	100	396
75	4165.2121335424545	4137.329708214962	50	TARGET	1	100	100	1.0	0.0015	100	396
76	4164.541520346696	4136.517060250947	50	TARGET	1	100	100	1.0	0.0015	100	396
77	4160.300001150831	4167.263716264205	50	TARGET	1	100	100	1.0	0.0015	100	396
78	4159.580784242161	4137.744776870265	50	TARGET	1	100	100	1.0	0.0015	100	396
79	4155.164761218961	4140.764855587121	50	TARGET	1	100	100	1.0	0.0015	100	396
80	4154.155389342645	4120.977938565341	50	TARGET	1	100	100	1.0	0.0015	100	396
81	4154.057584306608	4134.386215672348	50	TARGET	1	100	100	1.0	0.0015	100	396
82	4158.0244009101425	4124.16435102983	50	TARGET	1	100	100	1.0	0.0015	100	396
83	4150.404049446286	4122.314578894413	50	TARGET	1	100	100	1.0	0.0015	100	396
84	4156.4273069234005	4126.51289506392	50	TARGET	1	100	100	1.0	0.0015	100	396
85	4149.62156065867	4137.134913589015	50	TARGET	1	100	100	1.0	0.0015	100	396
86	4153.261007700705	4131.34628758286	50	TARGET	1	100	100	1.0	0.0015	100	396
87	4149.741533992266	4138.537671638258	50	TARGET	1	100	100	1.0	0.0015	100	396
88	4151.73484930687	4138.359611742424	50	TARGET	1	100	100	1.0	0.0015	100	396
89	4147.4416487465805	4117.873683120265	50	TARGET	1	100	100	1.0	0.0015	100	396
90	4147.264408406986	4141.087816642992	50	TARGET	1	100	100	1.0	0.0015	100	396
91	4141.654636370213	4132.994865648674	50	TARGET	1	100	100	1.0	0.0015	100	396
92	4144.629175873317	4129.38251657197	50	TARGET	1	100	100	1.0	0.0015	100	396
93	4140.940841520675	4145.323996803977	50	TARGET	1	100	100	1.0	0.0015	100	396
94	4140.770257095696	4119.496056758996	50	TARGET	1	100	100	1.0	0.0015	100	396
95	4134.470575711543	4118.923110499527	50	TARGET	1	100	100	1.0	0.0015	100	396
96	4138.833099878998	4117.443026455966	50	TARGET	1	100	100	1.0	0.0015	100	396
97	4140.493360525831	4111.548768939394	50	TARGET	1	100	100	1.0	0.0015	100	396
98	4141.713568793402	4120.380393288352	50	TARGET	1	100	100	1.0	0.0015	100	396
99	4134.254332879577	4172.69463186553	50	TARGET	1	100	100	1.0	0.0015	100	396
0	5484.9085820772825	5820.07978219697	25	TARGET	1	100	100	0.5	0.0015	5	4789
1	5336.584084661721	6868.203598484847	25	TARGET	1	100	100	0.5	0.0015	5	4789
2	5197.8471178253885	5355.038100733902	25	TARGET	1	100	100	0.5	0.0015	5	4789
3	5082.420366589068	5093.115263967803	25	TARGET	1	100	100	0.5	0.0015	5	4789
4	4981.514043429082	5006.160859079072	25	TARGET	1	100	100	0.5	0.0015	5	4789
5	4877.45967240767	4797.206528172348	25	TARGET	1	100	100	0.5	0.0015	5	4789
6	4817.54756303267	4723.537286931818	25	TARGET	1	100	100	0.5	0.0015	5	4789
7	4758.069994377367	4560.615892814867	25	TARGET	1	100	100	0.5	0.0015	5	4789
8	4718.804405546349	4627.809525923295	25	TARGET	1	100	100	0.5	0.0015	5	4789
9	4685.758620547927	4567.256969105114	25	TARGET	1	100	100	0.5	0.0015	5	4789
10	4641.532147648359	4559.891076290246	25	TARGET	1	100	100	0.5	0.0015	5	4789
11	4615.433225484007	4581.726133404356	25	TARGET	1	100	100	0.5	0.0015	5	4789
12	4599.248698738689	4607.256813742898	25	TARGET	1	100	100	0.5	0.0015	5	4789
13	4591.988287004157	4512.310073390152	25	TARGET	1	100	100	0.5	0.0015	5	4789
14	4570.738648693971	4497.791089607008	25	TARGET	1	100	100	0.5	0.0015	5	4789
15	4584.850681292088	4457.547378077652	25	TARGET	1	100	100	0.5	0.0015	5	4789
16	4561.129467691235	4448.982636422822	25	TARGET	1	100	100	0.5	0.0015	5	4789
17	4574.7483041679825	4437.002360026042	25	TARGET	1	100	100	0.5	0.0015	5	4789
18	4558.665297177505	4463.317079486269	25	TARGET	1	100	100	0.5	0.0015	5	4789
19	4549.020961568813	4473.969541607481	25	TARGET	1	100	100	0.5	0.0015	5	4789
20	4540.148310908565	4478.849794330019	25	TARGET	1	100	100	0.5	0.0015	5	4789
21	4544.462524003051	4426.130748401989	25	TARGET	1	100	100	0.5	0.0015	5	4789
22	4522.637710930924	4438.530221650095	25	TARGET	1	100	100	0.5	0.0015	5	4789
23	4519.512562144886	4393.32958984375	25	TARGET	1	100	100	0.5	0.0015	5	4789
24	4505.1111785169405	4392.500362511837	25	TARGET	1	100	100	0.5	0.0015	5	4789
25	4498.474755694971	4336.853397253788	25	TARGET	1	100	100	0.5	0.0015	5	4789
26	4493.989007095696	4367.380452473958	25	TARGET	1	100	100	0.5	0.0015	5	4789
27	4462.614367963489	4342.098581025095	25	TARGET	1	100	100	0.5	0.0015	5	4789
28	4472.928487347433	4351.431174538352	25	TARGET	1	100	100	0.5	0.0015	5	4789
29	4476.302933304398	4315.886859315814	25	TARGET	1	100	100	0.5	0.0015	5	4789
30	4470.097405533196	4350.894176136364	25	TARGET	1	100	100	0.5	0.0015	5	4789
31	4472.631125710227	4341.558919270833	25	TARGET	1	100	100	0.5	0.0015	5	4789
32	4446.778137823548	4308.93290571733	25	TARGET	1	100	100	0.5	0.0015	5	4789
33	4457.0328825363	4314.014759410511	25	TARGET	1	100	100	0.5	0.0015	5	4789
34	4455.70882736874	4346.641956676136	25	TARGET	1	100	100	0.5	0.0015	5	4789
35	4464.272987031776	4339.078450520833	25	TARGET	1	100	100	0.5	0.0015	5	4789
36	4432.616176412563	4297.358169093277	25	TARGET	1	100	100	0.5	0.0015	5	4789
37	4444.533887869581	4339.40292820786	25	TARGET	1	100	100	0.5	0.0015	5	4789
38	4436.057105889626	4323.163470643939	25	TARGET	1	100	100	0.5	0.0015	5	4789
39	4441.687926629577	4290.299235026042	25	TARGET	1	100	100	0.5	0.0015	5	4789
40	4427.918503886523	4298.053622159091	25	TARGET	1	100	100	0.5	0.0015	5	4789
41	4429.654649522569	4293.929280598958	25	TARGET	1	100	100	0.5	0.0015	5	4789
42	4438.67864681976	4288.000843394886	25	TARGET	1	100	100	0.5	0.0015	5	4789
43	4429.878541272096	4280.578280362216	25	TARGET	1	100	100	0.5	0.0015	5	4789
44	4427.8071157538925	4282.363984079072	25	TARGET	1	100	100	0.5	0.0015	5	4789
45	4421.164821226589	4282.137258818655	25	TARGET	1	100	100	0.5	0.0015	5	4789
46	4416.470987544718	4283.830973307292	25	TARGET	1	100	100	0.5	0.0015	5	4789
47	4412.662664240057	4273.594341856061	25	TARGET	1	100	100	0.5	0.0015	5	4789
48	4419.567978778672	4274.461041074811	25	TARGET	1	100	100	0.5	0.0015	5	4789
49	4414.347766400989	4278.253921046402	25	TARGET	1	100	100	0.5	0.0015	5	4789
50	4423.606612183028	4286.620664654356	25	TARGET	1	100	100	0.5	0.0015	5	4789
51	4417.266299880313	4254.904866536458	25	TARGET	1	100	100	0.5	0.0015	5	4789
52	4415.622563525883	4287.436737985322	25	TARGET	1	100	100	0.5	0.0015	5	4789
53	4407.478793468539	4279.195793383049	25	TARGET	1	100	100	0.5	0.0015	5	4789
54	4403.948139434711	4293.017444957386	25	TARGET	1	100	100	0.5	0.0015	5	4789
55	4400.2235234835325	4272.795558120265	25	TARGET	1	100	100	0.5	0.0015	5	4789
56	4403.518027771202	4260.25722804214	25	TARGET	1	100	100	0.5	0.0015	5	4789
57	4400.507194339226	4276.008863044508	25	TARGET	1	100	100	0.5	0.0015	5	4789
58	4396.2321095065245	4279.129631273674	25	TARGET	1	100	100	0.5	0.0015	5	4789
59	4402.829671223958	4276.357377485795	25	TARGET	1	100	100	0.5	0.0015	5	4789
60	4406.116647431345	4268.129549893466	25	TARGET	1	100	100	0.5	0.0015	5	4789
61	4405.4989626078495	4263.428681344697	25	TARGET	1	100	100	0.5	0.0015	5	4789
