train_epoch	loss	val_loss	batch_size	dataset	epochs	learning_rate	noise	num_components	seed	sparsity
93	0.08631782353418586	0.0861013445280804	100	GTEX	100	1e-05	0.0	5	208	0.0
94	0.08583018260992126	0.08561088150445048	100	GTEX	100	1e-05	0.0	5	208	0.0
95	0.08534149737113557	0.08511998059631752	100	GTEX	100	1e-05	0.0	5	208	0.0
96	0.08485269574762284	0.08462968771788558	100	GTEX	100	1e-05	0.0	5	208	0.0
97	0.08436485299659753	0.08413852635105298	100	GTEX	100	1e-05	0.0	5	208	0.0
98	0.08387880016984388	0.08365000078999951	100	GTEX	100	1e-05	0.0	5	208	0.0
99	0.08339580914372187	0.08316495674644586	100	GTEX	100	1e-05	0.0	5	208	0.0
0	0.16443258633019994	0.1602229659548277	100	GTEX	100	1e-05	0.5	125	5186	0.0
1	0.1571878780813218	0.14722187885086802	100	GTEX	100	1e-05	0.5	125	5186	0.0
2	0.14425557447585385	0.1332350719450998	100	GTEX	100	1e-05	0.5	125	5186	0.0
3	0.13308629902770105	0.12337317320557148	100	GTEX	100	1e-05	0.5	125	5186	0.0
4	0.1251852955073795	0.11669198083673593	100	GTEX	100	1e-05	0.5	125	5186	0.0
5	0.11956586973810315	0.11198448335943112	100	GTEX	100	1e-05	0.5	125	5186	0.0
6	0.11539351165112062	0.10839451158228028	100	GTEX	100	1e-05	0.5	125	5186	0.0
7	0.11216651580207034	0.1055429116911308	100	GTEX	100	1e-05	0.5	125	5186	0.0
8	0.10947290292395148	0.1031520701236598	100	GTEX	100	1e-05	0.5	125	5186	0.0
9	0.10714853527261474	0.10107156387866677	100	GTEX	100	1e-05	0.5	125	5186	0.0
10	0.10512029822139413	0.09918742278456234	100	GTEX	100	1e-05	0.5	125	5186	0.0
11	0.10325266306017122	0.0974432173054028	100	GTEX	100	1e-05	0.5	125	5186	0.0
12	0.10155789428670442	0.0957880381622242	100	GTEX	100	1e-05	0.5	125	5186	0.0
13	0.09984586799397846	0.09418228364942643	100	GTEX	100	1e-05	0.5	125	5186	0.0
14	0.09822559620887182	0.09259477263394418	100	GTEX	100	1e-05	0.5	125	5186	0.0
15	0.0966243018088578	0.09100495120191757	100	GTEX	100	1e-05	0.5	125	5186	0.0
16	0.09501847663656816	0.08937738017097625	100	GTEX	100	1e-05	0.5	125	5186	0.0
17	0.0933858236101017	0.08770226565377341	100	GTEX	100	1e-05	0.5	125	5186	0.0
18	0.09171538289392007	0.08595420785616559	100	GTEX	100	1e-05	0.5	125	5186	0.0
19	0.08995820663131956	0.08411183803140437	100	GTEX	100	1e-05	0.5	125	5186	0.0
20	0.08809167928493954	0.08214748851926608	100	GTEX	100	1e-05	0.5	125	5186	0.0
21	0.08618262043261939	0.08004789688967934	100	GTEX	100	1e-05	0.5	125	5186	0.0
22	0.08413049680819995	0.0778252693750106	100	GTEX	100	1e-05	0.5	125	5186	0.0
23	0.08199869855345901	0.07552326017346217	100	GTEX	100	1e-05	0.5	125	5186	0.0
24	0.07979578708278927	0.0731879382928968	100	GTEX	100	1e-05	0.5	125	5186	0.0
25	0.07754813329532807	0.07095983984239201	100	GTEX	100	1e-05	0.5	125	5186	0.0
26	0.0754806802213488	0.06896630564116707	100	GTEX	100	1e-05	0.5	125	5186	0.0
27	0.0736585742438546	0.06727432802376185	100	GTEX	100	1e-05	0.5	125	5186	0.0
28	0.07206374120423292	0.06589646828661852	100	GTEX	100	1e-05	0.5	125	5186	0.0
29	0.07073651983180243	0.06480864778217707	100	GTEX	100	1e-05	0.5	125	5186	0.0
30	0.06960293230602327	0.06395610070613854	100	GTEX	100	1e-05	0.5	125	5186	0.0
31	0.06864826213574353	0.06327931366209295	100	GTEX	100	1e-05	0.5	125	5186	0.0
32	0.06787755552829225	0.0627505657309135	100	GTEX	100	1e-05	0.5	125	5186	0.0
33	0.06724342494869327	0.06231635197033901	100	GTEX	100	1e-05	0.5	125	5186	0.0
34	0.06664409002070193	0.061954411192878575	100	GTEX	100	1e-05	0.5	125	5186	0.0
35	0.06615786476735015	0.06165251995617446	100	GTEX	100	1e-05	0.5	125	5186	0.0
36	0.06576402582487109	0.06140646583510442	100	GTEX	100	1e-05	0.5	125	5186	0.0
37	0.06541803608499637	0.061185748121584324	100	GTEX	100	1e-05	0.5	125	5186	0.0
38	0.06499450336549531	0.06098455784155389	100	GTEX	100	1e-05	0.5	125	5186	0.0
39	0.0647478228354449	0.06079055888741189	100	GTEX	100	1e-05	0.5	125	5186	0.0
40	0.06444866293644821	0.06059960978452698	100	GTEX	100	1e-05	0.5	125	5186	0.0
41	0.06418981147650442	0.060400386089494475	100	GTEX	100	1e-05	0.5	125	5186	0.0
42	0.06391740040768032	0.06020685514796369	100	GTEX	100	1e-05	0.5	125	5186	0.0
43	0.06364389429947284	0.06002164970615971	100	GTEX	100	1e-05	0.5	125	5186	0.0
44	0.06342816200401283	0.05984155937122754	100	GTEX	100	1e-05	0.5	125	5186	0.0
45	0.06318917001313376	0.059653951287156275	100	GTEX	100	1e-05	0.5	125	5186	0.0
46	0.06295628325205628	0.059461656660408126	100	GTEX	100	1e-05	0.5	125	5186	0.0
47	0.06272894827493761	0.059273293886347875	100	GTEX	100	1e-05	0.5	125	5186	0.0
48	0.062493549399152665	0.0590927370827461	100	GTEX	100	1e-05	0.5	125	5186	0.0
49	0.06224149894478884	0.058926184863532	100	GTEX	100	1e-05	0.5	125	5186	0.0
50	0.06207956790450295	0.05874032504544965	100	GTEX	100	1e-05	0.5	125	5186	0.0
51	0.06179230735988744	0.05856622133701472	100	GTEX	100	1e-05	0.5	125	5186	0.0
52	0.061625657786713674	0.05839290098772304	100	GTEX	100	1e-05	0.5	125	5186	0.0
53	0.06145212189499511	0.058234425651143264	100	GTEX	100	1e-05	0.5	125	5186	0.0
54	0.0611976718511761	0.058059924639789776	100	GTEX	100	1e-05	0.5	125	5186	0.0
55	0.06100985622603072	0.05786725530266309	100	GTEX	100	1e-05	0.5	125	5186	0.0
56	0.06083738736141706	0.057685689299505474	100	GTEX	100	1e-05	0.5	125	5186	0.0
57	0.06060673434020121	0.057511699361152975	100	GTEX	100	1e-05	0.5	125	5186	0.0
58	0.060378047700503486	0.05734551284363061	100	GTEX	100	1e-05	0.5	125	5186	0.0
59	0.06024251765562385	0.05719888765549025	100	GTEX	100	1e-05	0.5	125	5186	0.0
60	0.06001764062756254	0.057061972698557964	100	GTEX	100	1e-05	0.5	125	5186	0.0
61	0.0598755047280899	0.05691812551463511	100	GTEX	100	1e-05	0.5	125	5186	0.0
62	0.059711289941222566	0.0567892242237189	100	GTEX	100	1e-05	0.5	125	5186	0.0
63	0.0595604729450774	0.056660695164375885	100	GTEX	100	1e-05	0.5	125	5186	0.0
64	0.059406243266642664	0.05653891113264479	100	GTEX	100	1e-05	0.5	125	5186	0.0
65	0.05925355896391497	0.056391381747142436	100	GTEX	100	1e-05	0.5	125	5186	0.0
66	0.059091282802851065	0.05627564983902776	100	GTEX	100	1e-05	0.5	125	5186	0.0
67	0.05895949547532507	0.056142690092211886	100	GTEX	100	1e-05	0.5	125	5186	0.0
68	0.05880604267318688	0.05602666200227157	100	GTEX	100	1e-05	0.5	125	5186	0.0
69	0.05864337552230625	0.05589044564350476	100	GTEX	100	1e-05	0.5	125	5186	0.0
70	0.0584962152470357	0.055764126063752986	100	GTEX	100	1e-05	0.5	125	5186	0.0
71	0.05838530217386405	0.0556321794825815	100	GTEX	100	1e-05	0.5	125	5186	0.0
72	0.05821926734835504	0.055518589007310534	100	GTEX	100	1e-05	0.5	125	5186	0.0
73	0.0580722509396483	0.055404925371870785	100	GTEX	100	1e-05	0.5	125	5186	0.0
74	0.05792968620720189	0.05528804525279727	100	GTEX	100	1e-05	0.5	125	5186	0.0
75	0.057797753655921186	0.05516233135142254	100	GTEX	100	1e-05	0.5	125	5186	0.0
76	0.05770366107276668	0.055031256091572035	100	GTEX	100	1e-05	0.5	125	5186	0.0
77	0.05752384351721671	0.05488226918269926	100	GTEX	100	1e-05	0.5	125	5186	0.0
78	0.057350934389949135	0.05472457959908043	100	GTEX	100	1e-05	0.5	125	5186	0.0
79	0.05723363129134615	0.05458665586753037	100	GTEX	100	1e-05	0.5	125	5186	0.0
80	0.05701939112713297	0.054440370615670884	100	GTEX	100	1e-05	0.5	125	5186	0.0
81	0.056838698807155065	0.05428610998471427	100	GTEX	100	1e-05	0.5	125	5186	0.0
82	0.056666259950272226	0.05414054204245937	100	GTEX	100	1e-05	0.5	125	5186	0.0
83	0.056549281077452565	0.05401563416359089	100	GTEX	100	1e-05	0.5	125	5186	0.0
84	0.0563680117266526	0.053856758804489	100	GTEX	100	1e-05	0.5	125	5186	0.0
85	0.05625560005501682	0.05372210080689351	100	GTEX	100	1e-05	0.5	125	5186	0.0
86	0.05608682554902642	0.05356313147982264	100	GTEX	100	1e-05	0.5	125	5186	0.0
87	0.05592161630403974	0.05341542410193288	100	GTEX	100	1e-05	0.5	125	5186	0.0
88	0.055762895242558674	0.0532565092944147	100	GTEX	100	1e-05	0.5	125	5186	0.0
89	0.05560610677566475	0.05310575821270508	100	GTEX	100	1e-05	0.5	125	5186	0.0
90	0.05540907727791526	0.05295502910029299	100	GTEX	100	1e-05	0.5	125	5186	0.0
91	0.05524593968705024	0.05280610169691278	100	GTEX	100	1e-05	0.5	125	5186	0.0
92	0.055099464523240736	0.05266390320182753	100	GTEX	100	1e-05	0.5	125	5186	0.0
93	0.054956769900266815	0.052520686810120884	100	GTEX	100	1e-05	0.5	125	5186	0.0
94	0.05479415075868617	0.052382564915790304	100	GTEX	100	1e-05	0.5	125	5186	0.0
95	0.054643771283661435	0.05224809508076639	100	GTEX	100	1e-05	0.5	125	5186	0.0
96	0.054515896816197375	0.052125899680667054	100	GTEX	100	1e-05	0.5	125	5186	0.0
97	0.054398699716603965	0.0520052542279655	100	GTEX	100	1e-05	0.5	125	5186	0.0
98	0.054257618908511565	0.051902198845329386	100	GTEX	100	1e-05	0.5	125	5186	0.0
99	0.05410897807569631	0.05179697469216789	100	GTEX	100	1e-05	0.5	125	5186	0.0
0	0.0900030128663327	0.05553347951672377	100	GTEX	100	0.001	0.0	75	7064	0.0
1	0.050254950544420994	0.04447478330747257	100	GTEX	100	0.001	0.0	75	7064	0.0
2	0.03702110643897513	0.01142537326130577	100	GTEX	100	0.001	0.0	75	7064	0.0
3	0.006026664654986668	0.004533071283378529	100	GTEX	100	0.001	0.0	75	7064	0.0
4	0.00395262387990019	0.003614555883217787	100	GTEX	100	0.001	0.0	75	7064	0.0
5	0.003298982400254314	0.0031467427388046066	100	GTEX	100	0.001	0.0	75	7064	0.0
6	0.002929976161080823	0.0028464431058218835	100	GTEX	100	0.001	0.0	75	7064	0.0
7	0.0026791872938169577	0.0026431235851287955	100	GTEX	100	0.001	0.0	75	7064	0.0
8	0.0024994895715042963	0.0024986743126701946	100	GTEX	100	0.001	0.0	75	7064	0.0
9	0.002369693897544922	0.0023752144837093326	100	GTEX	100	0.001	0.0	75	7064	0.0
10	0.0022723859282678936	0.002287615560696322	100	GTEX	100	0.001	0.0	75	7064	0.0
11	0.0021984074220741667	0.002231550231193521	100	GTEX	100	0.001	0.0	75	7064	0.0
12	0.002134154979206462	0.002166247937275883	100	GTEX	100	0.001	0.0	75	7064	0.0
13	0.0020804803129736136	0.002110866274677585	100	GTEX	100	0.001	0.0	75	7064	0.0
14	0.0020335599144280674	0.002074992911405012	100	GTEX	100	0.001	0.0	75	7064	0.0
15	0.0019866147504687967	0.0020245849987059945	100	GTEX	100	0.001	0.0	75	7064	0.0
16	0.001947786922009688	0.0019855835198817826	100	GTEX	100	0.001	0.0	75	7064	0.0
17	0.0019164307858392372	0.001963420012813529	100	GTEX	100	0.001	0.0	75	7064	0.0
18	0.0018900179179761887	0.0019289658859924558	100	GTEX	100	0.001	0.0	75	7064	0.0
19	0.001867296857424584	0.001910361946478996	100	GTEX	100	0.001	0.0	75	7064	0.0
20	0.001849215715983199	0.0018940210402606785	100	GTEX	100	0.001	0.0	75	7064	0.0
21	0.0018333616724340704	0.0018778831145580962	100	GTEX	100	0.001	0.0	75	7064	0.0
22	0.0018186316323930247	0.0018663814330310649	100	GTEX	100	0.001	0.0	75	7064	0.0
23	0.0018068949178528593	0.0018531387431030039	100	GTEX	100	0.001	0.0	75	7064	0.0
24	0.0017948055740353774	0.0018458152539539414	100	GTEX	100	0.001	0.0	75	7064	0.0
25	0.0017845502245074933	0.0018337820869066645	100	GTEX	100	0.001	0.0	75	7064	0.0
26	0.001771447148057079	0.001818132302157241	100	GTEX	100	0.001	0.0	75	7064	0.0
27	0.0017606845965733495	0.0018084522915699523	100	GTEX	100	0.001	0.0	75	7064	0.0
28	0.0017494776099787465	0.0017999364859902587	100	GTEX	100	0.001	0.0	75	7064	0.0
29	0.0017374280792298693	0.001786084812906475	100	GTEX	100	0.001	0.0	75	7064	0.0
30	0.001724088090036906	0.0017690030293992434	100	GTEX	100	0.001	0.0	75	7064	0.0
31	0.001712382634910532	0.0017571647119435688	100	GTEX	100	0.001	0.0	75	7064	0.0
32	0.0017001811586548831	0.0017469669391220516	100	GTEX	100	0.001	0.0	75	7064	0.0
33	0.0016853709553085164	0.0017358604725627336	100	GTEX	100	0.001	0.0	75	7064	0.0
34	0.001675394413221202	0.0017232531088514132	100	GTEX	100	0.001	0.0	75	7064	0.0
35	0.0016632856642103348	0.0017098066929954426	100	GTEX	100	0.001	0.0	75	7064	0.0
36	0.0016546207598798245	0.0017058615083186516	100	GTEX	100	0.001	0.0	75	7064	0.0
37	0.0016469543187516904	0.0017057117362446487	100	GTEX	100	0.001	0.0	75	7064	0.0
38	0.001636754034937618	0.001687084721709414	100	GTEX	100	0.001	0.0	75	7064	0.0
39	0.0016276481239871016	0.0016807546257484036	100	GTEX	100	0.001	0.0	75	7064	0.0
40	0.0016177466562680065	0.0016684263401059256	100	GTEX	100	0.001	0.0	75	7064	0.0
41	0.0016160832753528338	0.0016629778082436482	100	GTEX	100	0.001	0.0	75	7064	0.0
42	0.001606520704834161	0.001653905975200349	100	GTEX	100	0.001	0.0	75	7064	0.0
43	0.0016007826390339855	0.0016526259015360314	100	GTEX	100	0.001	0.0	75	7064	0.0
44	0.0015942111902287755	0.0016463090729379154	100	GTEX	100	0.001	0.0	75	7064	0.0
45	0.0015911822318018475	0.0016402899223015052	100	GTEX	100	0.001	0.0	75	7064	0.0
46	0.0015870304197309869	0.0016334702268759845	100	GTEX	100	0.001	0.0	75	7064	0.0
47	0.0015788317607810956	0.0016298876617620822	100	GTEX	100	0.001	0.0	75	7064	0.0
48	0.0015791318833174167	0.001637568769041633	100	GTEX	100	0.001	0.0	75	7064	0.0
49	0.0015705666229889476	0.0016227898271152386	100	GTEX	100	0.001	0.0	75	7064	0.0
50	0.0015661721053235472	0.0016206089015908453	100	GTEX	100	0.001	0.0	75	7064	0.0
51	0.0015626621959379586	0.0016185955433068732	100	GTEX	100	0.001	0.0	75	7064	0.0
52	0.0015594792579271878	0.0016127005635544714	100	GTEX	100	0.001	0.0	75	7064	0.0
53	0.001557468821319593	0.001609731979044898	100	GTEX	100	0.001	0.0	75	7064	0.0
54	0.0015534753280609071	0.001608005847459652	100	GTEX	100	0.001	0.0	75	7064	0.0
55	0.0015510466590002725	0.0015991953787652374	100	GTEX	100	0.001	0.0	75	7064	0.0
56	0.001548528696411932	0.0016027443255244725	100	GTEX	100	0.001	0.0	75	7064	0.0
57	0.0015459626771434293	0.0016033388727376442	100	GTEX	100	0.001	0.0	75	7064	0.0
58	0.001544329707360845	0.0015948242047525403	100	GTEX	100	0.001	0.0	75	7064	0.0
59	0.0015405759182669598	0.0015967972833351605	100	GTEX	100	0.001	0.0	75	7064	0.0
60	0.0015324733455011116	0.001582276444800708	100	GTEX	100	0.001	0.0	75	7064	0.0
61	0.0015270316722618164	0.0015828648937101202	100	GTEX	100	0.001	0.0	75	7064	0.0
62	0.0015219766802549064	0.0015713249323464676	100	GTEX	100	0.001	0.0	75	7064	0.0
63	0.001517851648799008	0.0015810460278041973	100	GTEX	100	0.001	0.0	75	7064	0.0
64	0.0015121152406413587	0.001563211088511427	100	GTEX	100	0.001	0.0	75	7064	0.0
65	0.0015046806104068633	0.0015644800336677368	100	GTEX	100	0.001	0.0	75	7064	0.0
66	0.0015022406657346893	0.0015631678824918522	100	GTEX	100	0.001	0.0	75	7064	0.0
67	0.0014983791030077295	0.0015538553406303829	100	GTEX	100	0.001	0.0	75	7064	0.0
68	0.0014966761872672696	0.0015472856349357804	100	GTEX	100	0.001	0.0	75	7064	0.0
69	0.0014921423152600278	0.0015479626581993509	100	GTEX	100	0.001	0.0	75	7064	0.0
70	0.001488923590660396	0.0015386508865381091	100	GTEX	100	0.001	0.0	75	7064	0.0
71	0.00148541534896395	0.0015377562821527568	100	GTEX	100	0.001	0.0	75	7064	0.0
72	0.0014846603825548275	0.0015341829094228409	100	GTEX	100	0.001	0.0	75	7064	0.0
73	0.0014822668003245366	0.0015337153443245096	100	GTEX	100	0.001	0.0	75	7064	0.0
74	0.0014803765557918453	0.0015327401659292073	100	GTEX	100	0.001	0.0	75	7064	0.0
75	0.0014775013434048928	0.0015291641408775867	100	GTEX	100	0.001	0.0	75	7064	0.0
76	0.0014762463020506092	0.0015312330137775367	100	GTEX	100	0.001	0.0	75	7064	0.0
77	0.0014759787714389784	0.0015276313556655675	100	GTEX	100	0.001	0.0	75	7064	0.0
78	0.0014739458227126386	0.0015297555948958195	100	GTEX	100	0.001	0.0	75	7064	0.0
79	0.0014750161104057126	0.001528285337990936	100	GTEX	100	0.001	0.0	75	7064	0.0
80	0.001471983663687799	0.0015301063285871436	100	GTEX	100	0.001	0.0	75	7064	0.0
81	0.001469213929743199	0.0015248680069419368	100	GTEX	100	0.001	0.0	75	7064	0.0
82	0.001469582882435825	0.0015260757180816096	100	GTEX	100	0.001	0.0	75	7064	0.0
83	0.0014703927359946	0.0015246052270181506	100	GTEX	100	0.001	0.0	75	7064	0.0
84	0.0014661371219874507	0.0015229775801393073	100	GTEX	100	0.001	0.0	75	7064	0.0
85	0.0014644832536809364	0.001523132640036255	100	GTEX	100	0.001	0.0	75	7064	0.0
86	0.001463798876914069	0.0015213248384549874	100	GTEX	100	0.001	0.0	75	7064	0.0
87	0.0014644688859864678	0.0015247068080179989	100	GTEX	100	0.001	0.0	75	7064	0.0
88	0.0014617525730741482	0.0015219060620895015	100	GTEX	100	0.001	0.0	75	7064	0.0
89	0.0014611643796864973	0.0015189506980225786	100	GTEX	100	0.001	0.0	75	7064	0.0
90	0.0014607983959104474	0.0015130017073152185	100	GTEX	100	0.001	0.0	75	7064	0.0
91	0.001460980071175245	0.0015133944288703539	100	GTEX	100	0.001	0.0	75	7064	0.0
92	0.001459741178619436	0.0015150866534971693	100	GTEX	100	0.001	0.0	75	7064	0.0
93	0.001457771120937365	0.0015121026322273928	100	GTEX	100	0.001	0.0	75	7064	0.0
94	0.0014589876942891398	0.0015168251215653785	100	GTEX	100	0.001	0.0	75	7064	0.0
95	0.001456838823459748	0.0015146618685950685	100	GTEX	100	0.001	0.0	75	7064	0.0
96	0.00145608529896758	0.001512247679078732	100	GTEX	100	0.001	0.0	75	7064	0.0
