model_type	full_feature	variable	raw_score	z_score
real	vae_2_three	Epithelial-cells_HPCA_2	-1.56064612447517	-6.688783577207666
real	vae_1_three	Neutrophils_BLUEPRINT_1	-1.9893224239349365	-6.6445194170033535
real	vae_1_two	MPP_FANTOM_2	-4.673857349902391	-6.632662480347024
real	vae_1_three	Epithelial-cells_HPCA_1	-2.224112570285797	-6.631644241921564
real	vae_1_three	Monocytes_BLUEPRINT_3	-2.967308133840561	-6.6271614206326745
real	vae_1_three	Monocytes_FANTOM_1	-8.685634424444288	-6.594820313279459
real	vae_0_two	Mesangial-cells_FANTOM_1	-7.644687308464199	-6.5437851883814595
real	vae_0_three	CD4+-memory-T-cells_FANTOM_1	-9.457999473437667	-6.530582005627622
real	vae_0_two	Mesangial-cells_FANTOM_3	-10.258201206685044	-6.514300270372996
real	vae_0_three	Astrocytes_FANTOM_1	-12.01281056983862	-6.462369280416585
real	vae_0_three	Preadipocytes_ENCODE_3	-7.561052903067321	-6.4580251256657135
real	vae_1_three	Epithelial-cells_ENCODE_2	-3.815485693514347	-6.409369081610075
real	vae_0_two	Fibroblasts_HPCA_3	-8.325716819614172	-6.3927248494066715
real	vae_0_three	Chondrocytes_FANTOM_2	-6.594705500174314	-6.273217621031913
real	vae_1_three	Neutrophils_BLUEPRINT_2	-1.5775183737277985	-6.228100758884554
real	vae_2_three	Basophils_FANTOM_2	-10.093720719043631	-6.2011411616263885
real	vae_0_two	Keratinocytes_ENCODE_2	-2.4931927248835564	-6.17061172084336
real	vae_0_three	Pericytes_ENCODE_3	-4.76779081299901	-6.166802760387829
real	vae_1_two	Neurons_ENCODE_2	-10.66271965089254	-6.1552182664982675
real	vae_0_two	Epithelial-cells_ENCODE_2	-2.556845672428608	-6.058143140195874
real	vae_0_three	mv-Endothelial-cells_ENCODE_1	-7.250481077004224	-5.960112891824541
real	vae_1_three	Epithelial-cells_HPCA_3	-3.13417436927557	-5.937258863367482
real	vae_2_three	Neurons_ENCODE_2	-5.8723205626010895	-5.936684178596637
real	vae_0_two	Epithelial-cells_HPCA_3	-1.941129069426097	-5.926667724262842
real	vae_1_three	MPP_FANTOM_2	-6.1301807425916195	-5.90237494575538
real	vae_1_two	Neurons_ENCODE_3	-10.295831217663363	-5.86789605181892
real	vae_0_three	CD4+-memory-T-cells_FANTOM_3	-6.6794094471260905	-5.863727582005595
real	vae_2_three	Basophils_FANTOM_1	-3.2003631815314293	-5.791551499532651
real	vae_0_two	Epithelial-cells_FANTOM_1	-2.229805365204811	-5.785087700234328
real	vae_1_three	Neutrophils_IRIS_1	-1.5572731494903564	-5.784298774164694
real	vae_0_three	Astrocytes_FANTOM_3	-9.822276360006072	-5.745021364806417
real	vae_1_three	Monocytes_FANTOM_2	-17.205163513077423	-5.735898442080108
real	vae_0_two	Epithelial-cells_ENCODE_1	-1.0605854541063309	-5.715703953366878
real	vae_0_three	Neurons_ENCODE_3	-6.721454365178943	-5.715162797770657
real	vae_1_three	Monocytes_IRIS_3	-4.203008646145463	-5.707020965327484
real	vae_0_three	Pericytes_ENCODE_2	-5.386294939555228	-5.685024816179196
real	vae_1_three	Neutrophils_HPCA_2	-2.6313640475273132	-5.680923931898031
real	vae_0_three	Mesangial-cells_FANTOM_3	-7.254316930309869	-5.620538715890306
real	vae_2_three	Epithelial-cells_HPCA_3	-2.3810523851425387	-5.302561461190976
real	vae_1_two	Epithelial-cells_ENCODE_3	-7.41288487939164	-5.227065259748565
real	vae_1_three	CD4+-naive-T-cells_NOVERSHTERN_3	-1.9511470850557089	-5.172636779338186
real	vae_1_two	Basophils_FANTOM_2	-8.80839565891074	-5.162622905386941
real	vae_1_three	Epithelial-cells_HPCA_2	-2.0495995730161667	-5.14817740409105
real	vae_0_three	Smooth-muscle_ENCODE_3	-3.2896121330559254	-5.112734613986946
real	vae_0_two	Fibroblasts_FANTOM_3	-3.292644933797419	-5.015064474607136
real	vae_1_two	Epithelial-cells_FANTOM_3	-2.974091725423932	-5.003846000989191
real	vae_1_three	MPP_FANTOM_1	-5.175552424043417	-4.990875157381107
real	vae_0_two	Smooth-muscle_HPCA_3	-8.122304524760693	-4.990318373324012
real	vae_0_three	Smooth-muscle_FANTOM_1	-11.419075041543692	-4.969138444858907
real	vae_2_three	Epithelial-cells_ENCODE_3	-7.231056241813349	-4.9664971328858325
real	vae_0_two	Fibroblasts_FANTOM_1	-8.325716819614172	-4.946885622795919
real	vae_0_three	Chondrocytes_FANTOM_3	-6.942556687165052	-4.933484778792082
real	vae_1_three	B-cells_FANTOM_1	-1.970905214548111	-4.893535775183127
real	vae_1_two	Keratinocytes_ENCODE_2	-4.005429096519947	-4.832062156483622
real	vae_0_three	MSC_HPCA_1	-2.291588719934225	-4.805408845067053
real	vae_0_two	MSC_HPCA_1	-2.4852047190070152	-4.768060695789359
real	vae_0_two	Smooth-muscle_FANTOM_1	-10.734409011434764	-4.756840605336822
real	vae_0_three	Fibroblasts_ENCODE_1	-6.210484773851931	-4.7112925726848385
real	vae_0_three	Smooth-muscle_FANTOM_3	-3.8910755100660026	-4.662611795579587
real	vae_1_two	Neutrophils_HPCA_3	-1.621118426322937	-4.6541448745693454
real	vae_2_three	Epithelial-cells_HPCA_1	-1.8735061585903168	-4.497722695003056
real	vae_1_three	Monocytes_NOVERSHTERN_3	-2.1276347041130066	-4.4908685694767785
real	vae_2_three	MSC_FANTOM_2	-1.4193003070540726	-4.471475887925364
real	vae_1_two	Epithelial-cells_HPCA_2	-1.5182089433073997	-4.471239669620156
real	vae_1_two	MPP_FANTOM_1	-4.340082656592131	-4.435759585973535
real	vae_1_two	MPP_FANTOM_3	-2.587130019092001	-4.431739151382547
real	vae_1_two	Keratinocytes_ENCODE_3	-2.268805705010891	-4.4041587468284655
real	vae_0_two	ly-Endothelial-cells_HPCA_2	-0.6712756380438805	-4.38203101083992
real	vae_2_three	MSC_FANTOM_1	-1.3249251693487167	-4.357423990540982
real	vae_2_three	Epithelial-cells_FANTOM_3	-3.030737258028239	-4.326550360878411
real	vae_0_two	Plasma-cells_IRIS_2	-1.9234342854470015	-4.325391395246962
real	vae_0_three	Chondrocytes_HPCA_1	-1.3014928735792637	-4.318227831814262
real	vae_0_three	Chondrocytes_HPCA_3	-1.0879575796425343	-4.316513302016242
real	vae_1_three	Macrophages-M1_BLUEPRINT_2	-0.9096235912293196	-4.207095701294062
real	vae_1_two	Neutrophils_HPCA_1	-1.3211545944213867	-4.192366150844348
real	vae_1_three	Neutrophils_IRIS_3	-2.870718214660883	-4.182837328303231
real	vae_2_three	Memory-B-cells_BLUEPRINT_1	-4.258756027324125	-4.165231080302891
real	vae_1_two	Epithelial-cells_HPCA_3	-2.504151009954512	-4.138359753462479
real	vae_0_three	Fibroblasts_HPCA_3	-5.800115816295147	-4.1274520870824505
real	vae_0_two	mv-Endothelial-cells_ENCODE_1	-8.997470213333145	-4.068818085302687
real	vae_0_three	Chondrocytes_ENCODE_3	-3.3250459153205156	-4.0487752682517515
real	vae_0_three	Myocytes_ENCODE_3	-8.823101002722979	-4.048598827712763
real	vae_1_two	CD8+-Tcm_NOVERSHTERN_3	-0.7045297501608729	-4.031736882154262
real	vae_0_three	Smooth-muscle_HPCA_3	-6.378615976078436	-4.0310914704577865
real	vae_2_three	CMP_HPCA_1	-5.583580994512886	-4.010185321905023
real	vae_0_three	CD8+-T-cells_NOVERSHTERN_1	-1.9648905545473099	-3.9713393245882345
real	vae_1_three	Neutrophils_FANTOM_1	-3.569735740311444	-3.9124692916325974
real	vae_0_two	aDC_HPCA_3	-1.0549770072102547	-3.89527696156893
real	vae_0_two	Endothelial-cells_ENCODE_1	-3.7898177187889814	-3.8818788895092973
real	vae_0_three	GMP_HPCA_3	-5.439928345382214	-3.873082625949404
real	vae_0_two	Keratinocytes_ENCODE_3	-1.451354332268238	-3.8719806474236083
real	vae_1_three	Monocytes_HPCA_1	-1.8297022860497236	-3.868302903585161
real	vae_0_three	MSC_FANTOM_1	-0.6779821179807186	-3.8619216216813306
real	vae_0_three	CD8+-T-cells_NOVERSHTERN_3	-2.159003473818302	-3.861103228146454
real	vae_0_two	MSC_HPCA_3	-5.24752737628296	-3.8525631413296315
real	vae_0_three	mv-Endothelial-cells_ENCODE_3	-5.712916776537895	-3.8521490086039623
real	vae_0_three	Fibroblasts_HPCA_1	-1.7524669170379639	-3.8163507186601118
real	vae_0_two	Preadipocytes_ENCODE_3	-9.015798427630216	-3.7565100490729
real	vae_0_three	Astrocytes_FANTOM_2	-6.7326788055943325	-3.736676374622893
real	vae_0_two	aDC_HPCA_2	-1.0549770072102547	-3.7206284051795953
real	vae_0_two	CD4+-Tem_HPCA_1	-6.299131636507809	-3.701072708954578
real	vae_0_two	Chondrocytes_FANTOM_1	-10.587030792608857	-3.663340947363467
real	vae_0_two	CD4+-memory-T-cells_FANTOM_1	-10.22165076667443	-3.661876567346185
real	vae_1_three	Basophils_NOVERSHTERN_1	-4.68428541533649	-3.654132198108121
real	vae_0_two	Endothelial-cells_ENCODE_3	-1.8640703707933426	-3.5405771826338768
real	vae_0_three	Osteoblast_FANTOM_1	-2.0268393233418465	-3.514474040482189
real	vae_1_three	Neutrophils_BLUEPRINT_3	-1.941157341003418	-3.513967144536168
real	vae_2_three	MSC_FANTOM_3	-1.1603999752551317	-3.4924353360100775
real	vae_1_two	CD8+-T-cells_IRIS_2	-0.7178209237754345	-3.466080225763411
real	vae_1_three	naive-B-cells_HPCA_2	-2.3977958080358803	-3.4628025206317683
real	vae_2_three	Mesangial-cells_FANTOM_2	-0.9550157859921455	-3.441065494286245
real	vae_0_three	Mesangial-cells_FANTOM_1	-4.113447242998518	-3.4334663556770355
real	vae_1_three	Endothelial-cells_HPCA_1	-1.1565230190753937	-3.4184529405974873
real	vae_0_three	Osteoblast_HPCA_3	-3.4178956635296345	-3.38843942387472
real	vae_1_two	Neutrophils_IRIS_3	-1.670133039355278	-3.3772608337014094
real	vae_1_three	Monocytes_HPCA_2	-2.078045232221484	-3.354402128501326
real	vae_0_three	Astrocytes_ENCODE_3	-0.8233741112053394	-3.3382171102045906
real	vae_0_three	Osteoblast_FANTOM_3	-2.60681608133018	-3.3228378341762452
real	vae_0_two	Chondrocytes_ENCODE_1	-1.4629610660485923	-3.289019623925962
real	vae_0_two	aDC_IRIS_2	-8.29482301347889	-3.2884102083010145
real	vae_1_three	CD8+-Tem_BLUEPRINT_3	-4.803132601082325	-3.2849878501072234
real	vae_0_two	DC_HPCA_2	-1.0027399063110352	-3.2789871853455366
real	vae_0_two	MSC_HPCA_2	-1.5795771591365337	-3.240873155166806
real	vae_0_two	Endothelial-cells_HPCA_1	-1.037540540099144	-3.2223139232615545
real	vae_1_three	Neutrophils_FANTOM_2	-4.964699796400964	-3.21143778998376
real	vae_0_three	Endothelial-cells_BLUEPRINT_3	-6.4852858546655625	-3.1857057791814385
real	vae_1_three	Macrophages_BLUEPRINT_3	-5.752592683711555	-3.1775567322859932
real	vae_1_two	Neutrophils_BLUEPRINT_1	-0.9831734411418438	-3.1457402939516306
real	vae_0_three	Osteoblast_HPCA_2	-0.8263504803180695	-3.144868792265057
real	vae_1_three	Monocytes_BLUEPRINT_2	-2.6783978193998337	-3.1392342615588666
real	vae_1_three	aDC_HPCA_3	-1.2893092185258865	-3.1385049840942205
real	vae_2_three	Neurons_ENCODE_3	-5.616498686373234	-3.1330457286377347
real	vae_0_two	Fibroblasts_HPCA_2	-4.053047081455588	-3.0994716878172532
real	vae_0_two	DC_FANTOM_3	-1.6990383975207806	-3.0850002465991238
real	vae_0_three	Smooth-muscle_ENCODE_1	-1.020227512344718	-3.0671943661902814
real	vae_1_three	DC_FANTOM_3	-2.441082924604416	-3.0574085057063183
real	vae_1_three	MPP_FANTOM_3	-3.857244746759534	-3.054324933388128
real	vae_0_three	Smooth-muscle_ENCODE_2	-1.6894614100456238	-3.014673445434909
real	vae_0_three	CD4+-Tcm_BLUEPRINT_3	-3.1719898232258856	-3.0110806233586063
real	vae_1_two	Neutrophils_BLUEPRINT_2	-0.7871643118560314	-3.0039269157866344
real	vae_0_three	MSC_HPCA_2	-1.406828112900257	-2.9987261433773904
real	vae_1_two	Hepatocytes_FANTOM_2	-5.1780609774868935	-2.9941220817786323
real	vae_0_two	Chondrocytes_HPCA_3	-0.9183577965013683	-2.976013633703035
real	vae_1_three	CD4+-naive-T-cells_FANTOM_1	-1.9511470850557089	-2.97226778337406
real	vae_0_two	Endothelial-cells_BLUEPRINT_3	-8.598788108676672	-2.957757045534898
real	vae_0_two	mv-Endothelial-cells_ENCODE_3	-7.403135196771473	-2.9552719426585505
real	vae_0_two	B-cells_FANTOM_1	-1.1679022889584303	-2.949211403584288
real	vae_0_two	mv-Endothelial-cells_FANTOM_2	-3.7684151376597583	-2.947034930033785
real	vae_1_three	aDC_IRIS_2	-10.941727183759212	-2.9320743907154205
real	vae_1_three	Monocytes_IRIS_2	-1.8177010864019394	-2.909545865896411
real	vae_0_three	Astrocytes_ENCODE_1	-2.697877927683294	-2.9092297654690165
real	vae_0_three	mv-Endothelial-cells_ENCODE_2	-7.57086485857144	-2.904729850648304
real	vae_0_two	Preadipocytes_FANTOM_2	-0.8870378211140633	-2.8985033417386576
real	vae_0_three	Fibroblasts_FANTOM_1	-5.800115816295147	-2.8926174775386917
real	vae_1_three	Memory-B-cells_HPCA_3	-1.612256608903408	-2.889289074268095
real	vae_1_three	Endothelial-cells_FANTOM_2	-0.8491693064570427	-2.884675293528107
real	vae_0_three	Endothelial-cells_ENCODE_2	-1.8145642052404583	-2.8793792171232155
real	vae_0_two	Endothelial-cells_FANTOM_2	-0.827455461025238	-2.8756197564570716
real	vae_0_two	mv-Endothelial-cells_ENCODE_2	-9.949042591266334	-2.871928175957748
real	vae_0_two	aDC_HPCA_1	-0.89207673817873	-2.8716677379398905
real	vae_2_three	pro-B-cells_HPCA_2	-5.275297396816313	-2.8711698601839717
real	vae_0_three	Fibroblasts_ENCODE_2	-2.6400179965421557	-2.84848810290211
real	vae_1_three	Monocytes_NOVERSHTERN_2	-2.1622220128774643	-2.8442488671059265
real	vae_0_two	Epithelial-cells_HPCA_2	-1.0192856118083	-2.803849975074621
real	vae_1_three	Endothelial-cells_BLUEPRINT_1	-0.6518397107720375	-2.8017379112718275
real	vae_1_three	B-cells_HPCA_2	-1.3944572396576405	-2.787777977324319
real	vae_0_three	Plasma-cells_BLUEPRINT_2	-6.211765680316603	-2.7391175648303
real	vae_0_three	CD8+-T-cells_FANTOM_3	-2.159003473818302	-2.698784078917946
real	vae_1_three	B-cells_FANTOM_3	-1.970905214548111	-2.6857723299197027
real	vae_0_two	Preadipocytes_ENCODE_1	-1.6140164393000305	-2.6851559522865207
real	vae_1_two	Neutrophils_IRIS_2	-1.3236031085252762	-2.62964329450264
real	vae_0_two	Fibroblasts_ENCODE_1	-6.683411010541022	-2.6088864666668776
real	vae_1_three	DC_IRIS_3	-1.4629420340061188	-2.607017653282803
real	vae_1_two	CD8+-T-cells_FANTOM_3	-1.5617990475147963	-2.6016393009664243
real	vae_0_two	ly-Endothelial-cells_FANTOM_2	-2.467136088758707	-2.586960315927341
real	vae_0_three	Endothelial-cells_ENCODE_1	-2.206198965664953	-2.5582966574921926
real	vae_0_three	Preadipocytes_FANTOM_2	-0.4724646247923374	-2.5570352656755766
real	vae_1_two	CD8+-Tcm_NOVERSHTERN_2	-1.145415316335857	-2.5549107041894725
real	vae_0_two	Smooth-muscle_FANTOM_3	-3.782860403880477	-2.553464082402541
real	vae_2_three	CD8+-T-cells_FANTOM_3	-1.3724233563407324	-2.527484790358526
real	vae_1_two	Hepatocytes_FANTOM_3	-4.527939232066274	-2.5221727152261675
real	vae_1_three	Endothelial-cells_FANTOM_3	-2.8967706840485334	-2.4892790721947433
real	vae_0_two	Fibroblasts_HPCA_1	-2.2081970050930977	-2.481171321022159
real	vae_0_three	Preadipocytes_ENCODE_1	-1.33875602344051	-2.4785893482997907
real	vae_0_two	DC_IRIS_2	-1.8472500927746296	-2.453328429456047
real	vae_0_two	Endothelial-cells_BLUEPRINT_1	-0.5923463255167007	-2.450027107863447
real	vae_1_two	CMP_HPCA_1	-4.4521565571194515	-2.449793793632743
real	vae_0_three	Platelets_HPCA_2	-5.767833022924606	-2.4326051619452578
real	vae_1_three	aDC_HPCA_1	-1.0477179437875748	-2.408299728129037
real	vae_1_three	Monocytes_BLUEPRINT_1	-1.3998256027698517	-2.403890603615814
real	vae_1_two	Memory-B-cells_HPCA_1	-0.9885775744915009	-2.399600133192221
real	vae_1_three	B-cells_FANTOM_2	-1.2858862802386284	-2.3964017188642384
real	vae_0_two	GMP_HPCA_3	-5.634439775720239	-2.39270462013425
real	vae_1_two	pro-B-cells_NOVERSHTERN_3	-1.047518566250801	-2.375130230570015
real	vae_0_two	Chondrocytes_FANTOM_3	-6.930634893476963	-2.3680534240027846
real	vae_0_two	Osteoblast_HPCA_3	-3.2558199102059007	-2.339706920187545
real	vae_0_two	Endothelial-cells_ENCODE_2	-3.2873449064791203	-2.3390741689682812
real	vae_0_two	DC_HPCA_3	-0.5894638895988464	-2.3257168959689074
real	vae_1_three	mv-Endothelial-cells_FANTOM_2	-3.8437191247940063	-2.325246836914866
real	vae_0_two	Smooth-muscle_HPCA_1	-0.4541501719504595	-2.3192302136706338
real	vae_0_three	Chondrocytes_ENCODE_1	-1.4701930582523346	-2.3157442356855524
real	vae_1_three	Mesangial-cells_FANTOM_1	-6.268281902652234	-2.3120388073405618
real	vae_0_three	Chondrocytes_ENCODE_2	-1.6127675399184227	-2.3092320011980014
real	vae_0_two	Chondrocytes_ENCODE_2	-1.5871130847372115	-2.2932027046812866
real	vae_0_three	Plasma-cells_BLUEPRINT_3	-6.259732279693708	-2.2680863537590037
real	vae_1_two	Memory-B-cells_BLUEPRINT_1	-4.513814317062497	-2.2670519163887852
real	vae_0_three	Fibroblasts_HPCA_2	-3.176071848720312	-2.2545190866522353
real	vae_0_two	Pericytes_ENCODE_2	-4.918055986054242	-2.246803495946063
real	vae_1_two	CD8+-T-cells_BLUEPRINT_1	-0.9543582638725638	-2.232130618637578
real	vae_1_three	ly-Endothelial-cells_HPCA_2	-0.6809146553277969	-2.231474404439918
real	vae_0_two	Endothelial-cells_HPCA_2	-0.5965307932347059	-2.2261988543121127
real	vae_0_three	CD8+-naive-T-cells_HPCA_1	-2.9607941703870893	-2.2176723428152094
real	vae_0_two	mv-Endothelial-cells_FANTOM_1	-5.482711936347187	-2.2176495056636045
real	vae_0_three	Osteoblast_HPCA_1	-1.8805534057319164	-2.213742789401013
real	vae_1_two	CD8+-Tcm_BLUEPRINT_2	-1.515650326386094	-2.200319693422086
real	vae_1_two	Neutrophils_BLUEPRINT_3	-0.9529569856822491	-2.1896561161118346
real	vae_1_three	Macrophages_BLUEPRINT_1	-4.9481134517118335	-2.185897768278603
real	vae_0_two	DC_FANTOM_2	-3.5295415981672704	-2.1837312853182116
real	vae_2_three	CD8+-T-cells_NOVERSHTERN_1	-1.3926072610775009	-2.1595860849460005
real	vae_1_two	Monocytes_FANTOM_3	-2.786872098920867	-2.150705111056487
real	vae_0_two	mv-Endothelial-cells_HPCA_1	-1.2310061007738113	-2.1450742987665468
real	vae_1_three	Neutrophils_FANTOM_3	-3.2418416617438197	-2.1358914063569103
real	vae_1_three	naive-B-cells_HPCA_1	-2.3977958080358803	-2.119748011153158
real	vae_0_two	CD4+-memory-T-cells_FANTOM_3	-7.529004617128521	-2.1169784327920413
real	vae_0_two	B-cells_FANTOM_3	-1.1679022889584303	-2.1101212773377203
