train_epoch	loss	val_loss	num_components	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
89	2467.3047763923673	2467.8492216944096	125	0.001	150	100	0.0	7572	1	100
90	2467.1430039199845	2468.022199621153	125	0.001	150	100	0.0	7572	1	100
91	2466.6102769223426	2468.6664425643844	125	0.001	150	100	0.0	7572	1	100
92	2466.145038933876	2468.183252689227	125	0.001	150	100	0.0	7572	1	100
93	2465.922925684891	2467.2311655935932	125	0.001	150	100	0.0	7572	1	100
94	2466.096310928605	2468.208593013898	125	0.001	150	100	0.0	7572	1	100
95	2465.577995449321	2466.617746937814	125	0.001	150	100	0.0	7572	1	100
96	2465.149952349113	2468.333951250393	125	0.001	150	100	0.0	7572	1	100
97	2464.8815348697885	2466.3089814305904	125	0.001	150	100	0.0	7572	1	100
98	2464.661338474884	2467.257229752277	125	0.001	150	100	0.0	7572	1	100
99	2464.617703522645	2470.867031691661	125	0.001	150	100	0.0	7572	1	100
0	4294.637876067582	3474.089308848932	25	0.001	100	100	0.0	3468	1	100
1	3053.250349765032	3216.0365720202576	25	0.001	100	100	0.0	3468	1	100
2	2805.135902068407	2830.095823355057	25	0.001	100	100	0.0	3468	1	100
3	2728.133258106373	2743.071876717572	25	0.001	100	100	0.0	3468	1	100
4	2703.8451073390324	2695.483649939149	25	0.001	100	100	0.0	3468	1	100
5	2677.9648348389624	2728.020515173524	25	0.001	100	100	0.0	3468	1	100
6	2660.7971447564514	2703.983940699592	25	0.001	100	100	0.0	3468	1	100
7	2648.224195706657	2679.3151327928713	25	0.001	100	100	0.0	3468	1	100
8	2640.756747971663	2639.2912143726444	25	0.001	100	100	0.0	3468	1	100
9	2630.3377508824924	2620.4836290829144	25	0.001	100	100	0.0	3468	1	100
10	2621.652827752862	2611.8291702653896	25	0.001	100	100	0.0	3468	1	100
11	2614.4220737406604	2602.083794215217	25	0.001	100	100	0.0	3468	1	100
12	2607.2939303517674	2589.395878317368	25	0.001	100	100	0.0	3468	1	100
13	2601.9696131443416	2608.050729722833	25	0.001	100	100	0.0	3468	1	100
14	2596.253323135691	2591.579294175958	25	0.001	100	100	0.0	3468	1	100
15	2590.0837586559687	2589.743577506674	25	0.001	100	100	0.0	3468	1	100
16	2585.0099393766045	2575.190460358433	25	0.001	100	100	0.0	3468	1	100
17	2581.643494381305	2567.624953380182	25	0.001	100	100	0.0	3468	1	100
18	2576.569724535035	2564.957298700534	25	0.001	100	100	0.0	3468	1	100
19	2572.595310548837	2557.5938874057792	25	0.001	100	100	0.0	3468	1	100
20	2569.0086643897284	2564.435646248822	25	0.001	100	100	0.0	3468	1	100
21	2565.51025886591	2557.732885619504	25	0.001	100	100	0.0	3468	1	100
22	2562.5019241845666	2558.491380241049	25	0.001	100	100	0.0	3468	1	100
23	2559.1636446622724	2551.450083670305	25	0.001	100	100	0.0	3468	1	100
24	2556.981670977029	2559.142629652167	25	0.001	100	100	0.0	3468	1	100
25	2554.078169010169	2541.6175506438444	25	0.001	100	100	0.0	3468	1	100
26	2551.2410562342598	2547.5093840785958	25	0.001	100	100	0.0	3468	1	100
27	2548.439219830225	2541.761269727544	25	0.001	100	100	0.0	3468	1	100
28	2545.974615533699	2539.015369817839	25	0.001	100	100	0.0	3468	1	100
29	2544.395250618704	2534.342820057318	25	0.001	100	100	0.0	3468	1	100
30	2542.1777550311663	2534.137844986652	25	0.001	100	100	0.0	3468	1	100
31	2540.3180336452433	2532.0336582816426	25	0.001	100	100	0.0	3468	1	100
32	2537.8351813698605	2528.82932975424	25	0.001	100	100	0.0	3468	1	100
33	2535.814732691768	2527.722813285176	25	0.001	100	100	0.0	3468	1	100
34	2534.073210276721	2526.9423472342182	25	0.001	100	100	0.0	3468	1	100
35	2532.262307096478	2525.0894474815477	25	0.001	100	100	0.0	3468	1	100
36	2530.461716357373	2523.5034474128456	25	0.001	100	100	0.0	3468	1	100
37	2528.9319132700443	2522.2089414356938	25	0.001	100	100	0.0	3468	1	100
38	2528.268038610353	2521.709484924623	25	0.001	100	100	0.0	3468	1	100
39	2526.0417416429186	2520.4188631144	25	0.001	100	100	0.0	3468	1	100
40	2525.254245250935	2516.4916587331186	25	0.001	100	100	0.0	3468	1	100
41	2523.3735211220474	2516.5197140487594	25	0.001	100	100	0.0	3468	1	100
42	2521.84388083147	2513.202321421561	25	0.001	100	100	0.0	3468	1	100
43	2520.8295834397936	2512.495574797817	25	0.001	100	100	0.0	3468	1	100
44	2519.9880643602537	2509.7086555826004	25	0.001	100	100	0.0	3468	1	100
45	2518.791832088586	2511.3934491794907	25	0.001	100	100	0.0	3468	1	100
46	2517.0937205418	2509.5993640075376	25	0.001	100	100	0.0	3468	1	100
47	2516.423910504407	2509.6046111907194	25	0.001	100	100	0.0	3468	1	100
48	2515.541882693469	2507.192698109689	25	0.001	100	100	0.0	3468	1	100
49	2514.255787105669	2508.644652706894	25	0.001	100	100	0.0	3468	1	100
50	2513.408126277521	2505.8455792144314	25	0.001	100	100	0.0	3468	1	100
51	2512.1456285883955	2506.062174888113	25	0.001	100	100	0.0	3468	1	100
52	2511.245373781777	2503.6514076731314	25	0.001	100	100	0.0	3468	1	100
53	2510.5188572540096	2503.6425744444878	25	0.001	100	100	0.0	3468	1	100
54	2509.656529457764	2503.7211411059197	25	0.001	100	100	0.0	3468	1	100
55	2509.2128280569823	2502.758306915437	25	0.001	100	100	0.0	3468	1	100
56	2508.399873158059	2500.7529726268062	25	0.001	100	100	0.0	3468	1	100
57	2507.485304227723	2501.807889545383	25	0.001	100	100	0.0	3468	1	100
58	2506.776134928258	2499.382891017588	25	0.001	100	100	0.0	3468	1	100
59	2505.9259189759423	2499.0928065621074	25	0.001	100	100	0.0	3468	1	100
60	2505.046565484516	2497.380342876492	25	0.001	100	100	0.0	3468	1	100
61	2504.634054322556	2498.55597445234	25	0.001	100	100	0.0	3468	1	100
62	2504.06654452096	2495.930916790986	25	0.001	100	100	0.0	3468	1	100
63	2503.5451054096698	2495.5225529502977	25	0.001	100	100	0.0	3468	1	100
64	2502.792576037583	2495.583808937265	25	0.001	100	100	0.0	3468	1	100
65	2501.8617169950435	2495.571947874136	25	0.001	100	100	0.0	3468	1	100
66	2501.5917121792677	2495.618530886856	25	0.001	100	100	0.0	3468	1	100
67	2501.209482139556	2495.417154130025	25	0.001	100	100	0.0	3468	1	100
68	2500.579600199084	2493.2507262876884	25	0.001	100	100	0.0	3468	1	100
69	2500.336284839704	2493.659847086997	25	0.001	100	100	0.0	3468	1	100
70	2499.6801879623927	2492.481739753455	25	0.001	100	100	0.0	3468	1	100
71	2499.070764101567	2492.9012346890704	25	0.001	100	100	0.0	3468	1	100
72	2498.971223426033	2492.1783514741683	25	0.001	100	100	0.0	3468	1	100
73	2498.1753625129927	2492.5228289886936	25	0.001	100	100	0.0	3468	1	100
74	2498.031193972193	2490.530252581266	25	0.001	100	100	0.0	3468	1	100
75	2497.3223038852343	2490.804780739636	25	0.001	100	100	0.0	3468	1	100
76	2496.936291314513	2490.487083856784	25	0.001	100	100	0.0	3468	1	100
77	2496.5243668367266	2489.3904385207293	25	0.001	100	100	0.0	3468	1	100
78	2496.3075725505605	2489.056078733511	25	0.001	100	100	0.0	3468	1	100
79	2495.8690850332073	2489.6622737712	25	0.001	100	100	0.0	3468	1	100
80	2495.477728537862	2488.2578664808416	25	0.001	100	100	0.0	3468	1	100
81	2494.9407816053517	2487.5947682749684	25	0.001	100	100	0.0	3468	1	100
82	2494.796575240331	2489.524760030622	25	0.001	100	100	0.0	3468	1	100
83	2494.431101275603	2486.8316730135048	25	0.001	100	100	0.0	3468	1	100
84	2494.160541986192	2486.9596076083544	25	0.001	100	100	0.0	3468	1	100
85	2493.689017764957	2485.9784910882536	25	0.001	100	100	0.0	3468	1	100
86	2493.501934376395	2486.242093033527	25	0.001	100	100	0.0	3468	1	100
87	2493.136609337721	2486.9659687598146	25	0.001	100	100	0.0	3468	1	100
88	2492.958396410035	2487.234013082993	25	0.001	100	100	0.0	3468	1	100
89	2492.7462586995707	2485.638939325534	25	0.001	100	100	0.0	3468	1	100
90	2492.432984720105	2485.37618635168	25	0.001	100	100	0.0	3468	1	100
91	2492.2635089419946	2485.3851864301982	25	0.001	100	100	0.0	3468	1	100
92	2491.896672433316	2484.3908654601128	25	0.001	100	100	0.0	3468	1	100
93	2491.600875151079	2485.616483295383	25	0.001	100	100	0.0	3468	1	100
94	2491.370117132998	2484.319636512641	25	0.001	100	100	0.0	3468	1	100
95	2491.1911617823644	2484.2749477367306	25	0.001	100	100	0.0	3468	1	100
96	2490.712588712512	2483.9559001059993	25	0.001	100	100	0.0	3468	1	100
97	2490.598602645777	2483.554882567133	25	0.001	100	100	0.0	3468	1	100
98	2490.5558103179683	2483.422698207836	25	0.001	100	100	0.0	3468	1	100
99	2490.261372118819	2483.2049186361496	25	0.001	100	100	0.0	3468	1	100
0	3015.567444399487	2979.669069223069	125	0.0025	150	50	1.0	2846	1	100
1	2629.979214773552	2639.1934268510518	125	0.0025	150	50	1.0	2846	1	100
2	2590.863903714578	2615.063602926743	125	0.0025	150	50	1.0	2846	1	100
3	2566.390344942717	2606.79028074945	125	0.0025	150	50	1.0	2846	1	100
4	2553.007711917005	2559.447192014761	125	0.0025	150	50	1.0	2846	1	100
5	2542.993103783556	2558.185961546011	125	0.0025	150	50	1.0	2846	1	100
6	2534.610806161664	2528.1665051330874	125	0.0025	150	50	1.0	2846	1	100
7	2528.747798673994	2523.6689956128303	125	0.0025	150	50	1.0	2846	1	100
8	2522.7559969101862	2518.863196598225	125	0.0025	150	50	1.0	2846	1	100
9	2518.866018873305	2521.0443280857407	125	0.0025	150	50	1.0	2846	1	100
10	2515.686853799906	2518.975695126021	125	0.0025	150	50	1.0	2846	1	100
11	2511.899238839348	2510.766026175801	125	0.0025	150	50	1.0	2846	1	100
12	2509.205993046012	2506.184094299623	125	0.0025	150	50	1.0	2846	1	100
13	2506.543753793322	2504.45211653973	125	0.0025	150	50	1.0	2846	1	100
14	2504.314644180913	2503.543368698964	125	0.0025	150	50	1.0	2846	1	100
15	2502.1843359004392	2508.485025223775	125	0.0025	150	50	1.0	2846	1	100
16	2500.5917556716713	2499.414188864243	125	0.0025	150	50	1.0	2846	1	100
17	2499.0228693736744	2496.5595163316584	125	0.0025	150	50	1.0	2846	1	100
18	2497.509645830136	2495.724354192839	125	0.0025	150	50	1.0	2846	1	100
19	2495.893137313037	2493.4551210643062	125	0.0025	150	50	1.0	2846	1	100
20	2494.686290742244	2493.905466050958	125	0.0025	150	50	1.0	2846	1	100
21	2492.9435611405083	2499.4027817309197	125	0.0025	150	50	1.0	2846	1	100
22	2491.692092754144	2490.837655072236	125	0.0025	150	50	1.0	2846	1	100
23	2491.006584875152	2492.838407123508	125	0.0025	150	50	1.0	2846	1	100
24	2489.2541029195936	2490.357452545933	125	0.0025	150	50	1.0	2846	1	100
25	2488.0919544668327	2488.887967670383	125	0.0025	150	50	1.0	2846	1	100
26	2486.496242212789	2486.2760310340773	125	0.0025	150	50	1.0	2846	1	100
27	2486.4158290654823	2485.475134461369	125	0.0025	150	50	1.0	2846	1	100
28	2485.7311706781416	2485.805358580009	125	0.0025	150	50	1.0	2846	1	100
29	2484.5482541397355	2483.1735619013034	125	0.0025	150	50	1.0	2846	1	100
30	2483.677637934139	2482.610492648791	125	0.0025	150	50	1.0	2846	1	100
31	2482.77992994017	2481.4822574788004	125	0.0025	150	50	1.0	2846	1	100
32	2481.731863204729	2485.856139830009	125	0.0025	150	50	1.0	2846	1	100
33	2481.281725691344	2480.9236612751256	125	0.0025	150	50	1.0	2846	1	100
34	2480.443273480229	2480.451995082836	125	0.0025	150	50	1.0	2846	1	100
35	2480.0243083563405	2479.950336398791	125	0.0025	150	50	1.0	2846	1	100
36	2479.232851403355	2480.1508016154994	125	0.0025	150	50	1.0	2846	1	100
37	2478.672458495821	2480.2614365774184	125	0.0025	150	50	1.0	2846	1	100
38	2477.920552950856	2476.5972354448018	125	0.0025	150	50	1.0	2846	1	100
39	2477.31843191684	2479.07008430826	125	0.0025	150	50	1.0	2846	1	100
40	2477.278414736796	2475.6650918165037	125	0.0025	150	50	1.0	2846	1	100
41	2476.285295338487	2477.1222187598146	125	0.0025	150	50	1.0	2846	1	100
42	2475.6904968336653	2475.266684987437	125	0.0025	150	50	1.0	2846	1	100
43	2475.7246842876666	2475.3399357627977	125	0.0025	150	50	1.0	2846	1	100
44	2475.041417847974	2475.5661326652794	125	0.0025	150	50	1.0	2846	1	100
45	2474.4859528803963	2473.745763730763	125	0.0025	150	50	1.0	2846	1	100
46	2474.145131641367	2474.851239841787	125	0.0025	150	50	1.0	2846	1	100
47	2472.9002373660564	2473.190844358511	125	0.0025	150	50	1.0	2846	1	100
48	2472.4300328503896	2471.003880486417	125	0.0025	150	50	1.0	2846	1	100
49	2472.8298476643163	2471.717157565169	125	0.0025	150	50	1.0	2846	1	100
0	3637.276410843408	3533.3690473853644	125	0.0005	100	50	0.5	4923	1	100
1	2727.8767540300782	2815.9967488811244	125	0.0005	100	50	0.5	4923	1	100
2	2663.770947450931	2652.0403212350816	125	0.0005	100	50	0.5	4923	1	100
3	2631.9721785148404	2618.9596027010048	125	0.0005	100	50	0.5	4923	1	100
4	2614.406863308283	2711.665989861417	125	0.0005	100	50	0.5	4923	1	100
5	2600.4362323436108	2590.9019119032664	125	0.0005	100	50	0.5	4923	1	100
6	2592.4082731325084	2627.006496103565	125	0.0005	100	50	0.5	4923	1	100
7	2580.5199088109284	2595.891963479507	125	0.0005	100	50	0.5	4923	1	100
8	2573.345832648428	2568.6301944291768	125	0.0005	100	50	0.5	4923	1	100
9	2567.422505585341	2556.4787413630647	125	0.0005	100	50	0.5	4923	1	100
10	2562.112615810785	2549.8701343632224	125	0.0005	100	50	0.5	4923	1	100
11	2556.6618067267373	2542.73913022142	125	0.0005	100	50	0.5	4923	1	100
12	2552.037712300698	2549.53102180826	125	0.0005	100	50	0.5	4923	1	100
13	2545.973174098454	2544.4009034429964	125	0.0005	100	50	0.5	4923	1	100
14	2544.447432591136	2535.606625657585	125	0.0005	100	50	0.5	4923	1	100
15	2540.337123076742	2529.7454729703204	125	0.0005	100	50	0.5	4923	1	100
16	2537.613160555857	2528.189710760836	125	0.0005	100	50	0.5	4923	1	100
17	2534.1452227683053	2529.8748257891016	125	0.0005	100	50	0.5	4923	1	100
18	2532.4959556152944	2532.85517676272	125	0.0005	100	50	0.5	4923	1	100
19	2529.822167821595	2520.0366223205874	125	0.0005	100	50	0.5	4923	1	100
20	2528.561211333183	2517.476172365735	125	0.0005	100	50	0.5	4923	1	100
21	2525.2894850521293	2517.971672326476	125	0.0005	100	50	0.5	4923	1	100
22	2523.423308641493	2514.878692780308	125	0.0005	100	50	0.5	4923	1	100
23	2522.079350608283	2514.1912320391016	125	0.0005	100	50	0.5	4923	1	100
24	2520.479595032317	2509.1516788041768	125	0.0005	100	50	0.5	4923	1	100
25	2518.379295910319	2509.734914808417	125	0.0005	100	50	0.5	4923	1	100
26	2516.131864578174	2507.0068629279212	125	0.0005	100	50	0.5	4923	1	100
27	2515.0258330975225	2504.4900834740106	125	0.0005	100	50	0.5	4923	1	100
28	2513.2676194100823	2508.07597558103	125	0.0005	100	50	0.5	4923	1	100
29	2512.591601104685	2503.1492104075064	125	0.0005	100	50	0.5	4923	1	100
30	2512.1021983175087	2512.2759218455562	125	0.0005	100	50	0.5	4923	1	100
31	2509.808381165893	2508.7339505142904	125	0.0005	100	50	0.5	4923	1	100
32	2507.894921237329	2504.558342248351	125	0.0005	100	50	0.5	4923	1	100
33	2507.2198099501893	2510.0272909959963	125	0.0005	100	50	0.5	4923	1	100
34	2505.9146198077265	2497.789392519237	125	0.0005	100	50	0.5	4923	1	100
35	2505.0858292322573	2496.349155445195	125	0.0005	100	50	0.5	4923	1	100
36	2503.280567528986	2494.668869248587	125	0.0005	100	50	0.5	4923	1	100
37	2502.457810189125	2495.7485572393216	125	0.0005	100	50	0.5	4923	1	100
38	2501.1113757867874	2491.655610817761	125	0.0005	100	50	0.5	4923	1	100
39	2500.2909398130546	2492.2446742992306	125	0.0005	100	50	0.5	4923	1	100
40	2500.205722744543	2490.299381428628	125	0.0005	100	50	0.5	4923	1	100
41	2498.3001630093077	2488.980360788317	125	0.0005	100	50	0.5	4923	1	100
42	2497.1758003256155	2494.427723333464	125	0.0005	100	50	0.5	4923	1	100
43	2496.597272148861	2486.8011775184523	125	0.0005	100	50	0.5	4923	1	100
44	2494.8754966472698	2489.989343691112	125	0.0005	100	50	0.5	4923	1	100
45	2494.1727591002677	2485.2928877787376	125	0.0005	100	50	0.5	4923	1	100
46	2493.7450750303897	2484.835433269865	125	0.0005	100	50	0.5	4923	1	100
47	2492.837050998167	2488.6454575121697	125	0.0005	100	50	0.5	4923	1	100
48	2491.888079086629	2489.483346910333	125	0.0005	100	50	0.5	4923	1	100
49	2490.860910123767	2485.976285234768	125	0.0005	100	50	0.5	4923	1	100
0	5325.165046856251	5191.063442211055	5	0.0005	100	50	0.5	5848	1	100
1	4877.033527573964	4705.921362182004	5	0.0005	100	50	0.5	5848	1	100
2	4448.458744894276	4333.606992481941	5	0.0005	100	50	0.5	5848	1	100
3	4073.1513983625055	3859.37067417164	5	0.0005	100	50	0.5	5848	1	100
4	3766.0226992736875	3738.6927361416456	5	0.0005	100	50	0.5	5848	1	100
5	3499.966359770901	3374.224681758401	5	0.0005	100	50	0.5	5848	1	100
6	3306.077296682282	3417.640751364243	5	0.0005	100	50	0.5	5848	1	100
7	3151.658989149354	3080.5137197216554	5	0.0005	100	50	0.5	5848	1	100
8	3041.575668905526	2917.8443548307946	5	0.0005	100	50	0.5	5848	1	100
9	2971.460381772825	3000.462044107255	5	0.0005	100	50	0.5	5848	1	100
10	2915.3241508953115	2880.154915201005	5	0.0005	100	50	0.5	5848	1	100
11	2865.034012775866	2846.777221066269	5	0.0005	100	50	0.5	5848	1	100
12	2844.4309535213374	2827.1631902186714	5	0.0005	100	50	0.5	5848	1	100
13	2823.736818504567	2866.7632191720318	5	0.0005	100	50	0.5	5848	1	100
14	2808.6782374534773	2779.488548700534	5	0.0005	100	50	0.5	5848	1	100
15	2788.3422819133953	2777.074546315562	5	0.0005	100	50	0.5	5848	1	100
16	2770.5447909345257	2740.231283369975	5	0.0005	100	50	0.5	5848	1	100
17	2762.0852137711554	2774.7403460171954	5	0.0005	100	50	0.5	5848	1	100
18	2750.749754033566	2794.676274438599	5	0.0005	100	50	0.5	5848	1	100
19	2747.3169527936293	2756.960694586213	5	0.0005	100	50	0.5	5848	1	100
20	2738.4055461370467	2747.7017092297424	5	0.0005	100	50	0.5	5848	1	100
21	2729.7388710680248	2755.192866186401	5	0.0005	100	50	0.5	5848	1	100
22	2723.71020213503	2731.567192652717	5	0.0005	100	50	0.5	5848	1	100
23	2717.817362510595	2704.055543832444	5	0.0005	100	50	0.5	5848	1	100
24	2712.714172370094	2724.409225080481	5	0.0005	100	50	0.5	5848	1	100
25	2710.7994100402702	2705.7000996191896	5	0.0005	100	50	0.5	5848	1	100
26	2703.677684805651	2705.6099982333544	5	0.0005	100	50	0.5	5848	1	100
27	2699.631911340682	2696.036446882852	5	0.0005	100	50	0.5	5848	1	100
28	2692.129708025362	2699.213063609061	5	0.0005	100	50	0.5	5848	1	100
29	2688.315095891483	2705.3006291221727	5	0.0005	100	50	0.5	5848	1	100
30	2682.132434857319	2673.156665897849	5	0.0005	100	50	0.5	5848	1	100
31	2682.142821911364	2692.385910264212	5	0.0005	100	50	0.5	5848	1	100
32	2678.335483718363	2685.402341296325	5	0.0005	100	50	0.5	5848	1	100
33	2675.266811912035	2687.432002542007	5	0.0005	100	50	0.5	5848	1	100
34	2671.566704020355	2674.806424701633	5	0.0005	100	50	0.5	5848	1	100
35	2665.950286793701	2664.8046654169284	5	0.0005	100	50	0.5	5848	1	100
36	2662.2027812301612	2668.215009373037	5	0.0005	100	50	0.5	5848	1	100
37	2658.0359227899758	2644.5309629200688	5	0.0005	100	50	0.5	5848	1	100
38	2652.4704877068016	2655.5262665868404	5	0.0005	100	50	0.5	5848	1	100
39	2647.694696085117	2659.1651004043656	5	0.0005	100	50	0.5	5848	1	100
40	2648.5058861081125	2642.688211565641	5	0.0005	100	50	0.5	5848	1	100
41	2642.2619160736153	2649.6494704970164	5	0.0005	100	50	0.5	5848	1	100
42	2640.4337512600805	2638.9770250176666	5	0.0005	100	50	0.5	5848	1	100
43	2636.9489455054363	2635.033281642588	5	0.0005	100	50	0.5	5848	1	100
44	2632.2499277851707	2635.6835275007847	5	0.0005	100	50	0.5	5848	1	100
