	model_type	index	variable	value	z_score
2135	real	vae_2	Epithelial-cells_HPCA_3	0.5448371057282202	2.355147510450319
363	real	vae_0_three	Neutrophils_FANTOM_1	-0.017902308143675286	2.3559706112450276
1731	real	vae_1_two	Macrophages-M1_FANTOM_1	1.5396245904266834	2.3692479754163283
2077	real	vae_2	CMP_NOVERSHTERN_2	0.2205972522497177	2.3702612519530635
586	real	vae_0_two	CD8+-Tcm_NOVERSHTERN_2	-0.4572462369687855	2.3722464185700582
1996	real	vae_2	CD4+-Tcm_BLUEPRINT_2	-0.5852589401765727	2.3815042018091312
490	real	vae_0_two	Adipocytes_ENCODE_2	0.03644982911646366	2.386698740710451
188	real	vae_0_three	Erythrocytes_HPCA_3	0.4341876432299614	2.401727199695345
1884	real	vae_1_two	Smooth-muscle_HPCA_1	0.5022661359980702	2.403585698673807
2034	real	vae_2	CD8+-T-cells_FANTOM_1	-1.33503780211322	2.4093598085422347
369	real	vae_0_three	Neutrophils_IRIS_1	0.4623017087578773	2.4219623779916017
1175	real	vae_1_three	Fibroblasts_FANTOM_3	-0.0530773573555052	2.43630958335487
1357	real	vae_1_three	Pericytes_ENCODE_2	-0.5365816096891649	2.455848132202141
250	real	vae_0_three	MPP_FANTOM_2	0.545785762835294	2.4770655981482164
1622	real	vae_1_two	Endothelial-cells_ENCODE_3	1.9182064516935498	2.480092544833266
1172	real	vae_1_three	Fibroblasts_ENCODE_3	0.9483805000782013	2.4803883394101054
405	real	vae_0_three	Skeletal-muscle_ENCODE_1	0.22031604871153831	2.4954717696949102
318	real	vae_0_three	Monocytes_FANTOM_1	0.507185218622908	2.5061185603169016
1394	real	vae_1_three	Smooth-muscle_FANTOM_3	-0.14144212857354432	2.511806047742699
1624	real	vae_1_two	Endothelial-cells_FANTOM_2	0.8616307340562344	2.5192526136589604
266	real	vae_0_three	Macrophages-M1_FANTOM_3	-1.3238908042476396	2.5313526114440927
1684	real	vae_1_two	HSC_NOVERSHTERN_2	0.5434906301088631	2.533975337587662
1923	real	vae_1_two	ly-Endothelial-cells_HPCA_1	0.9047201238572598	2.5378921905539142
1846	real	vae_1_two	Pericytes_ENCODE_2	2.5545209484989755	2.5443014391958814
527	real	vae_0_two	CD4+-T-cells_HPCA_3	-0.6587732736952603	2.5488623109025528
293	real	vae_0_three	Megakaryocytes_NOVERSHTERN_3	-0.029093198478221893	2.553884030582172
320	real	vae_0_three	Monocytes_FANTOM_3	-2.273532058810815	2.558143536375822
2035	real	vae_2	CD8+-T-cells_FANTOM_2	0.05130107421427965	2.5652051120276997
2010	real	vae_2	CD4+-Tem_NOVERSHTERN_1	-0.4165797811001539	2.576612316332402
2128	real	vae_2	Epithelial-cells_ENCODE_2	0.723594451090321	2.5815926076292124
495	real	vae_0_two	Adipocytes_HPCA_1	0.03644982911646366	2.594977385580854
1555	real	vae_1_two	CD8+-T-cells_NOVERSHTERN_2	0.06494303699582815	2.602276498274186
1618	real	vae_1_two	Endothelial-cells_BLUEPRINT_2	0.6598225049674511	2.6033798721068924
1089	real	vae_1_three	CLP_BLUEPRINT_1	0.1857121791690588	2.609031735195506
1091	real	vae_1_three	CLP_BLUEPRINT_3	0.4875242330163019	2.6103874432271845
347	real	vae_0_three	NK-cells_IRIS_3	0.09034457802772522	2.6267845216214916
2000	real	vae_2	CD4+-Tcm_HPCA_3	-0.09792213281616571	2.633513835568106
1990	real	vae_2	CD4+-T-cells_FANTOM_2	0.05813850834965706	2.638312905384791
1739	real	vae_1_two	Macrophages-M2_HPCA_3	0.5685002766549587	2.6389971303876543
325	real	vae_0_three	Monocytes_IRIS_2	0.5377187130507082	2.6435055264252045
2023	real	vae_2	CD4+-naive-T-cells_HPCA_2	-0.07917293510399766	2.6530089448624965
1966	real	vae_2	Astrocytes_ENCODE_2	-0.7990786759182811	2.6608812941347235
343	real	vae_0_three	NK-cells_HPCA_2	-0.41384019143879414	2.6878878025021673
759	real	vae_0_two	Macrophages-M2_HPCA_1	-1.580835485830903	2.688000037361739
1732	real	vae_1_two	Macrophages-M1_FANTOM_2	2.0348157656844705	2.69070808334738
671	real	vae_0_two	Erythrocytes_BLUEPRINT_3	0.4006847236305475	2.6966659244603717
475	real	vae_0_three	naive-B-cells_NOVERSHTERN_2	-0.403431199491024	2.6974078291248946
1663	real	vae_1_two	Fibroblasts_FANTOM_2	0.9395590466447175	2.7017957624835405
47	real	vae_0_three	CD4+-Tcm_NOVERSHTERN_3	-1.4274866287596524	2.728218063994536
2241	real	vae_2	Mast-cells_FANTOM_1	-2.1213469174690545	2.7302924469978715
1594	real	vae_1_two	Chondrocytes_FANTOM_2	5.720595642233093	2.7409802432015486
986	real	vae_1_three	Adipocytes_HPCA_3	0.4649357357993722	2.7462170134927106
25	real	vae_0_three	Basophils_FANTOM_2	-3.7308924368117005	2.7471691165114716
534	real	vae_0_two	CD4+-Tcm_NOVERSHTERN_1	-0.4177746335044503	2.758577794614914
2182	real	vae_2	Keratinocytes_ENCODE_2	0.8035148531198502	2.762377750203076
300	real	vae_0_three	Memory-B-cells_BLUEPRINT_1	-1.184741425793618	2.7739092922564668
882	real	vae_0_two	Platelets_HPCA_1	-3.001752129988745	2.7839562770831194
1593	real	vae_1_two	Chondrocytes_FANTOM_1	5.6116171376852435	2.7866331527740353
1882	real	vae_1_two	Smooth-muscle_FANTOM_2	1.612881894223392	2.7972747026633544
5	real	vae_0_three	Adipocytes_FANTOM_3	0.393615429289639	2.7995846365020016
1355	real	vae_1_three	Osteoblast_HPCA_3	-0.23758782650111243	2.805823684694867
1965	real	vae_2	Astrocytes_ENCODE_1	0.10686064697802067	2.815403936993111
1393	real	vae_1_three	Smooth-muscle_FANTOM_2	0.2121097700437531	2.8163671033755
134	real	vae_0_three	Class-switched-memory-B-cells_BLUEPRINT_3	-0.3567260494455695	2.848273491339028
2439	real	vae_2	pro-B-cells_HPCA_1	-0.9342955886386335	2.860088302186114
2416	real	vae_2	mv-Endothelial-cells_ENCODE_2	-4.804549302032683	2.864282799743332
522	real	vae_0_two	CD4+-T-cells_FANTOM_1	0.09191153524443504	2.868697639007246
3	real	vae_0_three	Adipocytes_FANTOM_1	0.4060267712920904	2.878554038361135
2350	real	vae_2	Platelets_HPCA_2	-3.8715388496639207	2.8828189489655824
1387	real	vae_1_three	Skeletal-muscle_FANTOM_2	2.714077237062156	2.885699298730661
317	real	vae_0_three	Monocytes_BLUEPRINT_3	0.6860365269239992	2.891616762554323
1660	real	vae_1_two	Fibroblasts_ENCODE_2	3.8222208861261606	2.8972044349311084
1597	real	vae_1_two	Chondrocytes_HPCA_2	1.3382748290896416	2.8989430033979033
2162	real	vae_2	GMP_HPCA_3	-1.626421472756192	2.9012866322958795
980	real	vae_1_three	Adipocytes_ENCODE_3	0.3866250868886709	2.9083398453062266
1623	real	vae_1_two	Endothelial-cells_FANTOM_1	0.8616307340562344	2.9091003708559087
194	real	vae_0_three	Fibroblasts_ENCODE_3	-0.556535579264164	2.911470284219975
106	real	vae_0_three	CD8+-Tem_NOVERSHTERN_2	0.11008590459823607	2.918710835215218
1926	real	vae_1_two	mv-Endothelial-cells_ENCODE_1	4.124009565275628	2.921000891181956
251	real	vae_0_three	MPP_FANTOM_3	0.4305895850993693	2.9374013306710864
1473	real	vae_1_two	Adipocytes_HPCA_1	1.0279498100280762	2.941861773543915
182	real	vae_0_three	Erythrocytes_BLUEPRINT_3	0.4341876432299614	2.944502275989809
2349	real	vae_2	Platelets_HPCA_1	-3.0005678014131263	2.9508759100426714
1930	real	vae_1_two	mv-Endothelial-cells_FANTOM_2	3.148261222988367	2.959398220231567
329	real	vae_0_three	Monocytes_NOVERSHTERN_3	0.5206559707876295	2.9653232208345606
1136	real	vae_1_three	Endothelial-cells_FANTOM_3	0.9200954054831527	2.973571173864639
1665	real	vae_1_two	Fibroblasts_HPCA_1	1.4228673945181072	2.98743094535503
856	real	vae_0_two	Neutrophils_HPCA_2	0.29864252964034677	2.9982417403671717
849	real	vae_0_two	Neutrophils_BLUEPRINT_1	0.26261227764189243	2.9999041100934494
1778	real	vae_1_two	Mesangial-cells_ENCODE_3	2.277815783803817	3.001114589445819
1290	real	vae_1_three	Mesangial-cells_FANTOM_1	2.554371012491174	3.0019877799172345
1840	real	vae_1_two	Osteoblast_FANTOM_2	1.7414515921846032	3.0051437014101605
2066	real	vae_2	CD8+-naive-T-cells_HPCA_3	-0.38080205908045167	3.0059663312955367
1598	real	vae_1_two	Chondrocytes_HPCA_3	1.0512920692563057	3.012437546733226
827	real	vae_0_two	NK-cells_BLUEPRINT_3	-0.2960337344557047	3.0365770563547896
2133	real	vae_2	Epithelial-cells_HPCA_1	0.45427353464765474	3.03830026077915
2134	real	vae_2	Epithelial-cells_HPCA_2	0.3282948599080555	3.0445652162046377
116	real	vae_0_three	CMP_BLUEPRINT_3	0.0007184902206063271	3.061679545078294
2015	real	vae_2	CD4+-memory-T-cells_FANTOM_3	-3.267651190311881	3.080095085905969
478	real	vae_0_three	pDC_FANTOM_2	0.18856321647763252	3.080612750352409
1779	real	vae_1_two	Mesangial-cells_FANTOM_1	6.216015741636511	3.085330373612721
780	real	vae_0_two	Megakaryocytes_NOVERSHTERN_1	0.11905137822031975	3.0932589709779275
1746	real	vae_1_two	Macrophages_HPCA_1	1.977880057747825	3.0975391820724356
395	real	vae_0_three	Platelets_HPCA_3	0.0	3.101748760491201
850	real	vae_0_two	Neutrophils_BLUEPRINT_2	0.21930993534624577	3.115852887363743
1844	real	vae_1_two	Osteoblast_HPCA_3	1.7504337105783634	3.129673142281585
485	real	vae_0_three	pro-B-cells_HPCA_3	0.031065266404766603	3.137017317645776
1356	real	vae_1_three	Pericytes_ENCODE_1	-0.06685956800356507	3.1660449826501824
805	real	vae_0_two	Monocytes_BLUEPRINT_2	0.2566052582114935	3.2173556762557154
2074	real	vae_2	CMP_HPCA_2	-0.8485597798135132	3.220782864414592
326	real	vae_0_three	Monocytes_IRIS_3	0.2958486045245081	3.2389141351138804
1151	real	vae_1_three	Epithelial-cells_ENCODE_3	7.515927143336739	3.2463984029610526
1106	real	vae_1_three	Chondrocytes_FANTOM_3	0.17499270795087798	3.258729146482565
1243	real	vae_1_three	Macrophages-M1_FANTOM_2	-1.7391863281372935	3.259736346210508
789	real	vae_0_two	Memory-B-cells_BLUEPRINT_1	-1.8206868234556168	3.2636255342842793
1107	real	vae_1_three	Chondrocytes_HPCA_1	0.2813060022890568	3.2656342284375928
1152	real	vae_1_three	Epithelial-cells_FANTOM_1	2.243726283311844	3.289867033703752
2090	real	vae_2	Class-switched-memory-B-cells_BLUEPRINT_3	-0.21632021199911833	3.296157137451042
2127	real	vae_2	Epithelial-cells_ENCODE_1	0.5387733653187752	3.329164185484606
1439	real	vae_1_three	mv-Endothelial-cells_ENCODE_3	-0.07088881716481413	3.335445927437047
1880	real	vae_1_two	Smooth-muscle_ENCODE_3	2.561172683723271	3.3453651175042145
832	real	vae_0_two	NK-cells_HPCA_2	-0.5597301833331585	3.358592094662715
1933	real	vae_1_two	mv-Endothelial-cells_HPCA_2	1.7114148123655468	3.3696269980639033
1580	real	vae_1_two	CLP_BLUEPRINT_3	1.0853294874541461	3.406437531544015
884	real	vae_0_two	Platelets_HPCA_3	0.0	3.410664758437248
33	real	vae_0_three	CD4+-T-cells_FANTOM_1	0.04361356049776078	3.4542126606602586
1474	real	vae_1_two	Adipocytes_HPCA_2	0.9419582933187485	3.4558692496544356
623	real	vae_0_two	Class-switched-memory-B-cells_BLUEPRINT_3	-0.41011809674091637	3.4597902751304255
2199	real	vae_2	MPP_BLUEPRINT_1	-0.7505010408349335	3.462324011564193
766	real	vae_0_two	Macrophages_FANTOM_2	-0.3703143987804652	3.473845290846715
277	real	vae_0_three	Macrophages_FANTOM_2	-0.15373376198112965	3.477587086349036
2036	real	vae_2	CD8+-T-cells_FANTOM_3	-0.41241407906636596	3.5532373343394266
1945	real	vae_1_two	pDC_FANTOM_2	0.47465162351727486	3.5641728032082653
328	real	vae_0_three	Monocytes_NOVERSHTERN_2	0.49342661327682436	3.5925181639131125
2132	real	vae_2	Epithelial-cells_FANTOM_3	0.05275472783250733	3.600113269529787
1628	real	vae_1_two	Endothelial-cells_HPCA_3	2.223517629201524	3.6253329928359843
1928	real	vae_1_two	mv-Endothelial-cells_ENCODE_3	3.3353167537716217	3.6393077041260744
315	real	vae_0_three	Monocytes_BLUEPRINT_1	0.41332282102666795	3.657113858297074
8	real	vae_0_three	Adipocytes_HPCA_3	0.06232824840117246	3.6721636935999
816	real	vae_0_two	Monocytes_NOVERSHTERN_1	-0.9414336497429758	3.684362243263816
1781	real	vae_1_two	Mesangial-cells_FANTOM_3	5.679615143802948	3.6850357367021767
1173	real	vae_1_three	Fibroblasts_FANTOM_1	0.2949717476731166	3.705794840791613
2043	real	vae_2	CD8+-T-cells_NOVERSHTERN_1	-0.05726040014997125	3.7066421671691483
324	real	vae_0_three	Monocytes_IRIS_1	0.5763585900422186	3.7165153789576326
1035	real	vae_1_three	CD4+-memory-T-cells_FANTOM_1	0.04493040879606269	3.744264561713693
1591	real	vae_1_two	Chondrocytes_ENCODE_2	1.525686320848763	3.748912262824717
2001	real	vae_2	CD4+-Tcm_NOVERSHTERN_1	0.2979307072237134	3.7541094733189175
1927	real	vae_1_two	mv-Endothelial-cells_ENCODE_2	4.281427523645107	3.8096633877615846
1662	real	vae_1_two	Fibroblasts_FANTOM_1	5.526866361382417	3.8145110003564766
2040	real	vae_2	CD8+-T-cells_IRIS_1	0.14509068278130144	3.846428253720791
2346	real	vae_2	Plasma-cells_IRIS_1	-0.023061912506818768	3.8862757707081426
1526	real	vae_1_two	CD4+-memory-T-cells_FANTOM_3	3.5405308642657474	3.9076902635126403
2183	real	vae_2	Keratinocytes_ENCODE_3	0.6122967787086964	3.9111386226554843
291	real	vae_0_three	Megakaryocytes_NOVERSHTERN_1	0.18894463032484055	3.92302148239453
1469	real	vae_1_two	Adipocytes_ENCODE_3	0.7635845635086298	3.9317330463566287
1468	real	vae_1_two	Adipocytes_ENCODE_2	1.0279498100280762	3.934251278095103
322	real	vae_0_three	Monocytes_HPCA_2	0.27620336040854454	3.945290784808829
1392	real	vae_1_three	Smooth-muscle_FANTOM_1	-1.0535787669941783	3.945910781371229
27	real	vae_0_three	Basophils_NOVERSHTERN_1	0.2740258192643522	3.950430777557776
1626	real	vae_1_two	Endothelial-cells_HPCA_1	1.016303651034832	3.9581370501112123
1352	real	vae_1_three	Osteoblast_FANTOM_3	0.7159170126542449	3.9763848031586293
2181	real	vae_2	Keratinocytes_ENCODE_1	1.7132743757683784	3.9955504067850502
2008	real	vae_2	CD4+-Tem_HPCA_2	-0.4251618047710508	4.003744496358677
2129	real	vae_2	Epithelial-cells_ENCODE_3	0.9547410914674401	4.0108929460964315
1171	real	vae_1_three	Fibroblasts_ENCODE_2	1.231038964819163	4.022972062037032
1801	real	vae_1_two	Myocytes_FANTOM_2	2.8418472204357386	4.028638746930958
1616	real	vae_1_two	DC_IRIS_3	0.10237033478915691	4.0299217763474795
1666	real	vae_1_two	Fibroblasts_HPCA_2	2.8180734518682584	4.048618224997645
967	real	vae_0_two	pDC_FANTOM_2	0.16797313839197153	4.087174753455887
676	real	vae_0_two	Erythrocytes_HPCA_2	0.4006847236305475	4.139860474066692
1621	real	vae_1_two	Endothelial-cells_ENCODE_2	2.8637675594654866	4.139991091948082
974	real	vae_0_two	pro-B-cells_HPCA_3	-0.14752457779832184	4.156687430302712
1204	real	vae_1_three	Keratinocytes_ENCODE_2	3.091294839978218	4.160852223584229
1037	real	vae_1_three	CD4+-memory-T-cells_FANTOM_3	0.5264422319305595	4.172603512647834
1661	real	vae_1_two	Fibroblasts_ENCODE_3	3.106552429497242	4.179415191009978
1620	real	vae_1_two	Endothelial-cells_ENCODE_1	3.3834966186550446	4.189138313528913
511	real	vae_0_two	B-cells_NOVERSHTERN_2	-1.7168336501345038	4.19310035000823
1727	real	vae_1_two	MSC_HPCA_3	3.2685942514799535	4.194162238564206
847	real	vae_0_two	Neurons_FANTOM_2	-4.977358137490228	4.19858383237027
1150	real	vae_1_three	Epithelial-cells_ENCODE_2	2.8715894357301295	4.218377491177294
851	real	vae_0_two	Neutrophils_BLUEPRINT_3	0.24018894508481026	4.219753049533759
1839	real	vae_1_two	Osteoblast_FANTOM_1	2.4409113842993975	4.224722558428302
1437	real	vae_1_three	mv-Endothelial-cells_ENCODE_1	-0.07664493270567621	4.3207453105870925
1881	real	vae_1_two	Smooth-muscle_FANTOM_1	7.756850756188214	4.329245730871324
514	real	vae_0_two	Basophils_FANTOM_2	-4.158649210992735	4.36612480569362
1008	real	vae_1_three	CD4+-T-cells_BLUEPRINT_1	-0.24207322509028023	4.369538722309192
990	real	vae_1_three	Astrocytes_FANTOM_1	3.617145676515065	4.384964136339407
1170	real	vae_1_three	Fibroblasts_ENCODE_1	1.9028089689090848	4.414989753494617
2255	real	vae_2	Melanocytes_FANTOM_3	-7.459793262532912	4.434194872382771
1376	real	vae_1_three	Preadipocytes_ENCODE_3	2.2875757564615924	4.466398299450696
670	real	vae_0_two	Erythrocytes_BLUEPRINT_2	0.4006847236305475	4.508733669698731
677	real	vae_0_two	Erythrocytes_HPCA_3	0.4006847236305475	4.557129074771246
1929	real	vae_1_two	mv-Endothelial-cells_FANTOM_1	3.8396495658089407	4.564496116428096
114	real	vae_0_three	CMP_BLUEPRINT_1	0.016835891641676426	4.576316010208588
181	real	vae_0_three	Erythrocytes_BLUEPRINT_2	0.4341876432299614	4.602292056859441
335	real	vae_0_three	Myocytes_FANTOM_3	1.2541440278291702	4.608284337178373
2440	real	vae_2	pro-B-cells_HPCA_2	-3.403346017934382	4.613739681021524
360	real	vae_0_three	Neutrophils_BLUEPRINT_1	0.6146633038297296	4.640218000119809
327	real	vae_0_three	Monocytes_NOVERSHTERN_1	1.289064246462658	4.695153399929656
857	real	vae_0_two	Neutrophils_HPCA_3	0.5209382651373744	4.756608420505071
1841	real	vae_1_two	Osteoblast_FANTOM_3	3.0209317561239004	4.777568752280779
1264	real	vae_1_three	Mast-cells_FANTOM_2	-0.7280593488248996	4.778354381740153
364	real	vae_0_three	Neutrophils_FANTOM_2	-0.5186707573011518	4.788709892042122
1625	real	vae_1_two	Endothelial-cells_FANTOM_3	2.620886593358591	4.90410151457662
824	real	vae_0_two	Myocytes_FANTOM_3	1.2258784621953964	4.929399937618899
1921	real	vae_1_two	ly-Endothelial-cells_FANTOM_2	2.717285122955218	4.941702125283669
6	real	vae_0_three	Adipocytes_HPCA_1	0.21655395498964936	4.94521696202854
1438	real	vae_1_three	mv-Endothelial-cells_ENCODE_2	0.387235990492627	4.966896474344385
1524	real	vae_1_two	CD4+-memory-T-cells_FANTOM_1	4.530078573443461	5.0272334737424655
316	real	vae_0_three	Monocytes_BLUEPRINT_2	0.6845365986227989	5.0818871250212245
1925	real	vae_1_two	ly-Endothelial-cells_HPCA_3	1.212328765541315	5.08649152377162
2184	real	vae_2	Keratinocytes_FANTOM_1	4.413645092165098	5.09127850107362
1886	real	vae_1_two	Smooth-muscle_HPCA_3	6.316803556866944	5.108617831689789
860	real	vae_0_two	Neutrophils_IRIS_3	0.15350555069744587	5.115215467726166
1967	real	vae_2	Astrocytes_ENCODE_3	0.28769261203706264	5.193301029511396
669	real	vae_0_two	Erythrocytes_BLUEPRINT_1	0.4006847236305475	5.222100604460848
361	real	vae_0_three	Neutrophils_BLUEPRINT_2	0.4912249753251671	5.22980120486132
1310	real	vae_1_three	Myocytes_ENCODE_3	1.174171607272001	5.244387667616202
1397	real	vae_1_three	Smooth-muscle_HPCA_3	2.0502432936627883	5.381730978294412
366	real	vae_0_three	Neutrophils_HPCA_1	0.93915905803442	5.387455347763972
1800	real	vae_1_two	Myocytes_FANTOM_1	1.956143582239747	5.3903228683527855
2256	real	vae_2	Memory-B-cells_BLUEPRINT_1	-1.4936445578932762	5.457918904228164
1386	real	vae_1_three	Skeletal-muscle_FANTOM_1	3.413640299346298	5.473276657261921
185	real	vae_0_three	Erythrocytes_FANTOM_3	0.7308470010757446	5.506999446608223
371	real	vae_0_three	Neutrophils_IRIS_3	0.57019367441535	5.555074224333021
1596	real	vae_1_two	Chondrocytes_HPCA_1	1.972912222146988	5.597114474671591
367	real	vae_0_three	Neutrophils_HPCA_2	0.7307613417506218	5.600442491987459
1799	real	vae_1_two	Myocytes_ENCODE_3	6.940523687866516	5.61429672681915
1205	real	vae_1_three	Keratinocytes_ENCODE_3	1.6153817176818848	5.6268387224591905
2188	real	vae_2	Keratinocytes_HPCA_2	3.0412397470790893	5.640174894967859
895	real	vae_0_two	Skeletal-muscle_ENCODE_2	0.21003737300634384	5.65834710654984
338	real	vae_0_three	NK-cells_BLUEPRINT_3	-0.08986916672438383	5.689183310741535
1619	real	vae_1_two	Endothelial-cells_BLUEPRINT_3	6.176818029372953	5.694005867478846
1381	real	vae_1_three	Sebocytes_FANTOM_2	4.230411395430565	5.740858903096106
1149	real	vae_1_three	Epithelial-cells_ENCODE_1	1.399349108338356	5.760057769017295
2189	real	vae_2	Keratinocytes_HPCA_3	3.2282992501277477	5.808922734231927
1664	real	vae_1_two	Fibroblasts_FANTOM_3	3.037073344923556	5.826026864617632
603	real	vae_0_two	CMP_BLUEPRINT_1	-0.2368817087262869	5.837121363463241
187	real	vae_0_three	Erythrocytes_HPCA_2	0.4341876432299614	5.908126571679944
991	real	vae_1_three	Astrocytes_FANTOM_2	2.6632761262590066	5.980625981778694
992	real	vae_1_three	Astrocytes_FANTOM_3	3.3281137972371653	6.112828586233924
2405	real	vae_2	cDC_NOVERSHTERN_3	-0.1268279105424881	6.12263048644875
107	real	vae_0_three	CD8+-Tem_NOVERSHTERN_3	0.14055459573864937	6.139949959272489
1981	real	vae_2	Basophils_FANTOM_2	-4.57109040801879	6.1893805673870235
493	real	vae_0_two	Adipocytes_FANTOM_2	0.3171906843781471	6.198003499102834
596	real	vae_0_two	CD8+-Tem_NOVERSHTERN_3	0.022634336724877364	6.202582221380074
4	real	vae_0_three	Adipocytes_FANTOM_2	0.4060267712920904	6.245608010078705
2312	real	vae_2	Neurons_ENCODE_3	3.866727997548878	6.248006542955892
1999	real	vae_2	CD4+-Tcm_HPCA_2	-0.6743055359111167	6.292924588033776
1592	real	vae_1_two	Chondrocytes_ENCODE_3	3.230791606940329	6.338315242838647
2013	real	vae_2	CD4+-memory-T-cells_FANTOM_1	-4.451253793464275	6.482899140474213
1155	real	vae_1_three	Epithelial-cells_HPCA_1	1.5643939599394798	6.501052051148084
2187	real	vae_2	Keratinocytes_HPCA_1	1.167589844437316	6.512489766472552
2076	real	vae_2	CMP_NOVERSHTERN_1	0.15093876421451569	6.575494867802838
1659	real	vae_1_two	Fibroblasts_ENCODE_1	7.156173115130514	6.694594459160257
1595	real	vae_1_two	Chondrocytes_FANTOM_3	5.594908429549832	6.739666803130943
180	real	vae_0_three	Erythrocytes_BLUEPRINT_1	0.4341876432299614	6.762424994546439
712	real	vae_0_two	Hepatocytes_HPCA_2	1.9812359084608033	6.763983818438527
2073	real	vae_2	CMP_HPCA_1	-2.60646471765358	6.886856305198661
1388	real	vae_1_three	Skeletal-muscle_FANTOM_3	3.156873012892902	7.015923684712933
1153	real	vae_1_three	Epithelial-cells_FANTOM_2	5.722682612715289	7.10408640403736
1157	real	vae_1_three	Epithelial-cells_HPCA_3	1.760117270401679	7.106641809821712
1667	real	vae_1_two	Fibroblasts_HPCA_3	5.526866361382417	7.188676787940276
223	real	vae_0_three	Hepatocytes_HPCA_2	2.781206834013574	7.195705892079495
1154	real	vae_1_three	Epithelial-cells_FANTOM_3	3.3832825869321823	7.2350378998527525
1883	real	vae_1_two	Smooth-muscle_FANTOM_3	3.805687746964395	7.260320708327478
2403	real	vae_2	cDC_NOVERSHTERN_1	0.0	7.330714006702763
2131	real	vae_2	Epithelial-cells_FANTOM_2	0.5841191997751594	7.423227066533508
