algorithm	seed	model_type	geneset_coverage	level_3	abs_top_z_score	dataset	z_dim	geneset_name
ica	451283	real	0.05934718100890208	231	45.7063	tcga	25	gpc2cpreactome
ica	486191	real	0.05489614243323442	242	33.7301	tcga	25	gpc2cpreactome
ica	908341	real	0.05489614243323442	168	33.6441	tcga	25	gpc2cpreactome
ica	978124	real	0.05341246290801187	214	33.2971	tcga	25	gpc2cpreactome
nmf	165158	real	0.03115727002967359	330	63.4206	tcga	25	gpc2cpreactome
nmf	451283	real	0.03115727002967359	331	63.4455	tcga	25	gpc2cpreactome
nmf	486191	real	0.03115727002967359	332	63.4057	tcga	25	gpc2cpreactome
nmf	908341	real	0.03115727002967359	333	63.3733	tcga	25	gpc2cpreactome
nmf	978124	real	0.03115727002967359	334	63.3888	tcga	25	gpc2cpreactome
pca	165158	real	0.04747774480712166	460	23.805999999999997	tcga	25	gpc2cpreactome
pca	451283	real	0.04747774480712166	461	23.8724	tcga	25	gpc2cpreactome
pca	486191	real	0.04747774480712166	462	23.8456	tcga	25	gpc2cpreactome
pca	908341	real	0.04747774480712166	463	23.8593	tcga	25	gpc2cpreactome
pca	978124	real	0.04747774480712166	464	23.83	tcga	25	gpc2cpreactome
vae	165158	real	0.04451038575667656	545	34.8037	tcga	25	gpc2cpreactome
vae	451283	real	0.04451038575667656	541	28.2352	tcga	25	gpc2cpreactome
vae	486191	real	0.050445103857566766	537	31.3457	tcga	25	gpc2cpreactome
vae	908341	real	0.05192878338278932	518	29.4271	tcga	25	gpc2cpreactome
vae	978124	real	0.05934718100890208	589	26.0626	tcga	25	gpc2cpreactome
dae	165158	real	0.06083086053412463	105	54.1591	tcga	50	gpc2cpreactome
dae	451283	real	0.07418397626112759	6	28.4769	tcga	50	gpc2cpreactome
dae	486191	real	0.06676557863501484	7	27.4702	tcga	50	gpc2cpreactome
dae	908341	real	0.06676557863501484	8	28.1374	tcga	50	gpc2cpreactome
dae	978124	real	0.08011869436201781	109	28.590999999999998	tcga	50	gpc2cpreactome
ica	165158	real	0.10237388724035608	260	30.5703	tcga	50	gpc2cpreactome
ica	451283	real	0.10385756676557864	451	27.3608	tcga	50	gpc2cpreactome
ica	486191	real	0.10534124629080119	417	34.56	tcga	50	gpc2cpreactome
ica	908341	real	0.09940652818991098	303	30.6747	tcga	50	gpc2cpreactome
ica	978124	real	0.10534124629080119	384	33.9518	tcga	50	gpc2cpreactome
nmf	165158	real	0.05934718100890208	665	58.8739	tcga	50	gpc2cpreactome
nmf	451283	real	0.05192878338278932	581	70.3778	tcga	50	gpc2cpreactome
nmf	486191	real	0.05489614243323442	582	71.2466	tcga	50	gpc2cpreactome
nmf	908341	real	0.057863501483679525	583	64.555	tcga	50	gpc2cpreactome
nmf	978124	real	0.05934718100890208	669	57.8318	tcga	50	gpc2cpreactome
pca	165158	real	0.09347181008902077	835	23.7972	tcga	50	gpc2cpreactome
pca	451283	real	0.09050445103857567	836	23.7971	tcga	50	gpc2cpreactome
pca	486191	real	0.09347181008902077	837	23.7971	tcga	50	gpc2cpreactome
pca	908341	real	0.09198813056379822	838	23.7972	tcga	50	gpc2cpreactome
pca	978124	real	0.09347181008902077	839	23.7971	tcga	50	gpc2cpreactome
vae	165158	real	0.07418397626112759	1200	39.4696	tcga	50	gpc2cpreactome
vae	451283	real	0.07418397626112759	1021	26.6217	tcga	50	gpc2cpreactome
vae	486191	real	0.07270029673590504	1027	39.4747	tcga	50	gpc2cpreactome
vae	908341	real	0.07566765578635015	1078	28.1688	tcga	50	gpc2cpreactome
vae	978124	real	0.06824925816023739	1179	32.0165	tcga	50	gpc2cpreactome
dae	165158	real	0.01483679525222552	50	22.8567	tcga	16	gpc2cpreactome
dae	451283	real	0.02373887240356083	56	34.9866	tcga	16	gpc2cpreactome
dae	486191	real	0.01483679525222552	52	26.1294	tcga	16	gpc2cpreactome
dae	908341	real	0.017804154302670624	28	22.3114	tcga	16	gpc2cpreactome
dae	978124	real	0.008902077151335312	4	18.8268	tcga	16	gpc2cpreactome
ica	165158	real	0.037091988130563795	130	28.9977	tcga	16	gpc2cpreactome
ica	451283	real	0.037091988130563795	141	28.8382	tcga	16	gpc2cpreactome
ica	486191	real	0.037091988130563795	112	30.6912	tcga	16	gpc2cpreactome
ica	908341	real	0.037091988130563795	103	29.5031	tcga	16	gpc2cpreactome
ica	978124	real	0.037091988130563795	94	27.087	tcga	16	gpc2cpreactome
nmf	165158	real	0.020771513353115726	170	35.0465	tcga	16	gpc2cpreactome
nmf	451283	real	0.020771513353115726	171	35.0463	tcga	16	gpc2cpreactome
nmf	486191	real	0.020771513353115726	172	35.0462	tcga	16	gpc2cpreactome
nmf	908341	real	0.020771513353115726	173	35.047	tcga	16	gpc2cpreactome
nmf	978124	real	0.020771513353115726	174	35.0463	tcga	16	gpc2cpreactome
pca	165158	real	0.03115727002967359	290	22.2117	tcga	16	gpc2cpreactome
pca	451283	real	0.03115727002967359	291	22.2101	tcga	16	gpc2cpreactome
pca	486191	real	0.03115727002967359	292	22.2107	tcga	16	gpc2cpreactome
pca	908341	real	0.03115727002967359	293	22.2105	tcga	16	gpc2cpreactome
pca	978124	real	0.03115727002967359	294	22.2093	tcga	16	gpc2cpreactome
vae	165158	real	0.03857566765578635	330	29.8248	tcga	16	gpc2cpreactome
vae	451283	real	0.03560830860534125	331	26.8835	tcga	16	gpc2cpreactome
vae	486191	real	0.03857566765578635	382	45.4779	tcga	16	gpc2cpreactome
vae	908341	real	0.03560830860534125	388	27.4261	tcga	16	gpc2cpreactome
vae	978124	real	0.03857566765578635	329	33.8177	tcga	16	gpc2cpreactome
dae	165158	real	0.2062314540059347	750	31.8315	tcga	200	gpc2cpreactome
dae	451283	real	0.1884272997032641	116	30.5453	tcga	200	gpc2cpreactome
dae	486191	real	0.18100890207715134	557	39.7259	tcga	200	gpc2cpreactome
dae	908341	real	0.18694362017804153	538	42.3346	tcga	200	gpc2cpreactome
dae	978124	real	0.18100890207715134	719	30.599	tcga	200	gpc2cpreactome
ica	165158	real	0.33827893175074186	1745	47.8733	tcga	200	gpc2cpreactome
ica	451283	real	0.34718100890207715	1326	35.7151	tcga	200	gpc2cpreactome
ica	486191	real	0.3620178041543027	1312	38.2559	tcga	200	gpc2cpreactome
ica	908341	real	0.3397626112759644	1043	39.7654	tcga	200	gpc2cpreactome
ica	978124	real	0.33827893175074186	1169	42.8353	tcga	200	gpc2cpreactome
nmf	165158	real	0.2062314540059347	2885	250.035	tcga	200	gpc2cpreactome
nmf	451283	real	0.2062314540059347	2851	433.365	tcga	200	gpc2cpreactome
nmf	486191	real	0.2166172106824926	2422	145.491	tcga	200	gpc2cpreactome
nmf	908341	real	0.2195845697329377	2518	167.11599999999999	tcga	200	gpc2cpreactome
nmf	978124	real	0.20178041543026706	2569	182.91	tcga	200	gpc2cpreactome
pca	165158	real	0.2744807121661721	3085	23.7971	tcga	200	gpc2cpreactome
pca	451283	real	0.26112759643916916	3086	23.7971	tcga	200	gpc2cpreactome
pca	486191	real	0.271513353115727	3087	23.7971	tcga	200	gpc2cpreactome
pca	908341	real	0.27299703264094954	3088	23.7971	tcga	200	gpc2cpreactome
pca	978124	real	0.27002967359050445	3089	23.7971	tcga	200	gpc2cpreactome
vae	165158	real	0.14540059347181009	4925	54.3379	tcga	200	gpc2cpreactome
vae	451283	real	0.13649851632047477	4996	33.5639	tcga	200	gpc2cpreactome
vae	486191	real	0.14985163204747776	4077	39.1158	tcga	200	gpc2cpreactome
vae	908341	real	0.13056379821958458	4588	35.0716	tcga	200	gpc2cpreactome
vae	978124	real	0.1201780415430267	4474	44.0032	tcga	200	gpc2cpreactome
dae	165158	real	0.03857566765578635	25	30.0116	tcga	30	gpc2cpreactome
dae	451283	real	0.032640949554896145	76	33.7518	tcga	30	gpc2cpreactome
dae	486191	real	0.025222551928783383	17	26.5621	tcga	30	gpc2cpreactome
dae	908341	real	0.02967359050445104	33	22.8459	tcga	30	gpc2cpreactome
dae	978124	real	0.03115727002967359	124	27.3329	tcga	30	gpc2cpreactome
ica	165158	real	0.06231454005934718	210	35.4121	tcga	30	gpc2cpreactome
ica	451283	real	0.06231454005934718	206	57.5993	tcga	30	gpc2cpreactome
ica	486191	real	0.06528189910979229	277	58.4747	tcga	30	gpc2cpreactome
ica	908341	real	0.06379821958456973	223	56.9111	tcga	30	gpc2cpreactome
ica	978124	real	0.06528189910979229	299	48.5481	tcga	30	gpc2cpreactome
nmf	165158	real	0.03560830860534125	380	72.8985	tcga	30	gpc2cpreactome
nmf	451283	real	0.03412462908011869	381	73.6812	tcga	30	gpc2cpreactome
nmf	486191	real	0.03560830860534125	382	72.7375	tcga	30	gpc2cpreactome
nmf	908341	real	0.03115727002967359	383	73.1585	tcga	30	gpc2cpreactome
nmf	978124	real	0.03560830860534125	384	73.2915	tcga	30	gpc2cpreactome
pca	165158	real	0.05341246290801187	535	23.796	tcga	30	gpc2cpreactome
pca	451283	real	0.05341246290801187	536	23.7921	tcga	30	gpc2cpreactome
pca	486191	real	0.05489614243323442	537	23.7922	tcga	30	gpc2cpreactome
pca	908341	real	0.05489614243323442	538	23.7923	tcga	30	gpc2cpreactome
pca	978124	real	0.05341246290801187	539	23.8112	tcga	30	gpc2cpreactome
vae	165158	real	0.06231454005934718	690	24.9364	tcga	30	gpc2cpreactome
vae	451283	real	0.05192878338278932	691	36.2816	tcga	30	gpc2cpreactome
vae	486191	real	0.05489614243323442	672	29.8798	tcga	30	gpc2cpreactome
vae	908341	real	0.05934718100890208	633	47.1815	tcga	30	gpc2cpreactome
vae	978124	real	0.057863501483679525	659	21.5161	tcga	30	gpc2cpreactome
dae	165158	real	0.005934718100890208	10	19.1537	tcga	4	gpc2cpreactome
dae	451283	real	0.005934718100890208	16	18.971	tcga	4	gpc2cpreactome
dae	486191	real	0.005934718100890208	7	19.0922	tcga	4	gpc2cpreactome
dae	908341	real	0.00741839762611276	8	19.4782	tcga	4	gpc2cpreactome
dae	978124	real	0.005934718100890208	14	19.0876	tcga	4	gpc2cpreactome
ica	165158	real	0.011869436201780416	20	27.7802	tcga	4	gpc2cpreactome
ica	451283	real	0.011869436201780416	36	19.5854	tcga	4	gpc2cpreactome
ica	486191	real	0.011869436201780416	22	19.5877	tcga	4	gpc2cpreactome
ica	908341	real	0.011869436201780416	33	27.7727	tcga	4	gpc2cpreactome
ica	978124	real	0.011869436201780416	29	19.4124	tcga	4	gpc2cpreactome
nmf	165158	real	0.010385756676557863	50	52.9331	tcga	4	gpc2cpreactome
nmf	451283	real	0.010385756676557863	51	52.9331	tcga	4	gpc2cpreactome
nmf	486191	real	0.010385756676557863	52	52.9331	tcga	4	gpc2cpreactome
nmf	908341	real	0.010385756676557863	53	52.9332	tcga	4	gpc2cpreactome
nmf	978124	real	0.010385756676557863	54	52.9331	tcga	4	gpc2cpreactome
pca	165158	real	0.010385756676557863	70	21.8807	tcga	4	gpc2cpreactome
pca	451283	real	0.010385756676557863	71	21.8807	tcga	4	gpc2cpreactome
pca	486191	real	0.010385756676557863	72	21.8807	tcga	4	gpc2cpreactome
pca	908341	real	0.010385756676557863	73	21.8807	tcga	4	gpc2cpreactome
pca	978124	real	0.010385756676557863	74	21.8807	tcga	4	gpc2cpreactome
vae	165158	real	0.011869436201780416	90	30.2706	tcga	4	gpc2cpreactome
vae	451283	real	0.011869436201780416	86	33.9709	tcga	4	gpc2cpreactome
vae	486191	real	0.011869436201780416	92	31.3481	tcga	4	gpc2cpreactome
vae	908341	real	0.011869436201780416	83	32.2339	tcga	4	gpc2cpreactome
vae	978124	real	0.011869436201780416	94	27.5552	tcga	4	gpc2cpreactome
dae	165158	real	0.005934718100890208	0	18.8167	tcga	2	gpc2cpreactome
dae	451283	real	0.002967359050445104	6	18.5073	tcga	2	gpc2cpreactome
dae	486191	real	0.002967359050445104	7	18.4063	tcga	2	gpc2cpreactome
dae	908341	real	0.005934718100890208	8	18.9009	tcga	2	gpc2cpreactome
dae	978124	real	0.005934718100890208	9	18.8855	tcga	2	gpc2cpreactome
ica	165158	real	0.005934718100890208	15	22.18	tcga	2	gpc2cpreactome
ica	451283	real	0.005934718100890208	16	22.1763	tcga	2	gpc2cpreactome
ica	486191	real	0.005934718100890208	17	22.2405	tcga	2	gpc2cpreactome
ica	908341	real	0.005934718100890208	13	22.2383	tcga	2	gpc2cpreactome
ica	978124	real	0.005934718100890208	14	22.2454	tcga	2	gpc2cpreactome
nmf	165158	real	0.004451038575667656	20	26.6385	tcga	2	gpc2cpreactome
nmf	451283	real	0.004451038575667656	21	26.6385	tcga	2	gpc2cpreactome
nmf	486191	real	0.004451038575667656	22	26.6385	tcga	2	gpc2cpreactome
nmf	908341	real	0.004451038575667656	23	26.6385	tcga	2	gpc2cpreactome
nmf	978124	real	0.004451038575667656	24	26.6385	tcga	2	gpc2cpreactome
pca	165158	real	0.005934718100890208	30	21.3997	tcga	2	gpc2cpreactome
pca	451283	real	0.005934718100890208	31	21.3997	tcga	2	gpc2cpreactome
pca	486191	real	0.005934718100890208	32	21.3997	tcga	2	gpc2cpreactome
pca	908341	real	0.005934718100890208	33	21.3997	tcga	2	gpc2cpreactome
pca	978124	real	0.005934718100890208	34	21.3997	tcga	2	gpc2cpreactome
