algorithm	seed	model_type	geneset_coverage	level_3	abs_top_z_score	dataset	z_dim	signal	geneset_name
dae	398500	real	0.2222222222222222	30	42.4122	tcga	45	signal	gpc6
dae	519573	real	0.21164021164021163	11	41.7229	tcga	45	signal	gpc6
dae	564612	real	0.2222222222222222	432	39.9111	tcga	45	signal	gpc6
dae	595326	real	0.19576719576719576	243	35.2944	tcga	45	signal	gpc6
dae	599193	real	0.2328042328042328	104	32.4679	tcga	45	signal	gpc6
dae	608571	real	0.21693121693121692	395	27.9336	tcga	45	signal	gpc6
dae	699856	real	0.19576719576719576	296	36.7032	tcga	45	signal	gpc6
dae	780311	real	0.1746031746031746	317	42.3838	tcga	45	signal	gpc6
dae	831740	real	0.21693121693121692	438	50.9012	tcga	45	signal	gpc6
dae	847077	real	0.24338624338624337	259	23.912	tcga	45	signal	gpc6
ica	398500	real	0.30158730158730157	550	31.1252	tcga	45	signal	gpc6
ica	519573	real	0.31216931216931215	711	22.1005	tcga	45	signal	gpc6
ica	564612	real	0.2962962962962963	512	24.81	tcga	45	signal	gpc6
ica	595326	real	0.3333333333333333	873	21.1054	tcga	45	signal	gpc6
ica	599193	real	0.31216931216931215	854	17.6655	tcga	45	signal	gpc6
ica	608571	real	0.31216931216931215	495	34.4536	tcga	45	signal	gpc6
ica	699856	real	0.31746031746031744	856	26.3081	tcga	45	signal	gpc6
ica	780311	real	0.31746031746031744	547	44.0787	tcga	45	signal	gpc6
ica	831740	real	0.3439153439153439	618	22.4546	tcga	45	signal	gpc6
ica	847077	real	0.31746031746031744	779	25.3563	tcga	45	signal	gpc6
nmf	398500	real	0.3333333333333333	1250	56.8873	tcga	45	signal	gpc6
nmf	519573	real	0.31216931216931215	1091	55.8717	tcga	45	signal	gpc6
nmf	564612	real	0.3439153439153439	1092	56.615	tcga	45	signal	gpc6
nmf	595326	real	0.328042328042328	1253	58.3809	tcga	45	signal	gpc6
nmf	599193	real	0.3544973544973545	914	56.6253	tcga	45	signal	gpc6
nmf	608571	real	0.3333333333333333	1255	53.0077	tcga	45	signal	gpc6
nmf	699856	real	0.328042328042328	1206	58.6692	tcga	45	signal	gpc6
nmf	780311	real	0.328042328042328	1257	56.211999999999996	tcga	45	signal	gpc6
nmf	831740	real	0.3386243386243386	1258	59.6121	tcga	45	signal	gpc6
nmf	847077	real	0.3386243386243386	929	53.6979	tcga	45	signal	gpc6
pca	398500	real	0.31216931216931215	1350	31.6713	tcga	45	signal	gpc6
pca	519573	real	0.31216931216931215	1351	31.6713	tcga	45	signal	gpc6
pca	564612	real	0.30687830687830686	1352	31.6713	tcga	45	signal	gpc6
pca	595326	real	0.30687830687830686	1353	31.6713	tcga	45	signal	gpc6
pca	599193	real	0.30687830687830686	1734	33.3207	tcga	45	signal	gpc6
pca	608571	real	0.30687830687830686	1355	31.6713	tcga	45	signal	gpc6
pca	699856	real	0.30687830687830686	1356	31.6713	tcga	45	signal	gpc6
pca	780311	real	0.30687830687830686	1357	31.6713	tcga	45	signal	gpc6
pca	831740	real	0.31216931216931215	1358	31.6713	tcga	45	signal	gpc6
pca	847077	real	0.30158730158730157	1359	31.6713	tcga	45	signal	gpc6
vae	398500	real	0.30687830687830686	2120	37.5026	tcga	45	signal	gpc6
vae	519573	real	0.3386243386243386	1811	31.9215	tcga	45	signal	gpc6
vae	564612	real	0.328042328042328	1852	30.0388	tcga	45	signal	gpc6
vae	595326	real	0.3386243386243386	2023	34.6878	tcga	45	signal	gpc6
vae	599193	real	0.30158730158730157	2024	39.0868	tcga	45	signal	gpc6
vae	608571	real	0.31746031746031744	1955	146.734	tcga	45	signal	gpc6
vae	699856	real	0.31216931216931215	1936	33.8813	tcga	45	signal	gpc6
vae	780311	real	0.2804232804232804	2177	32.2491	tcga	45	signal	gpc6
vae	831740	real	0.32275132275132273	1898	35.6543	tcga	45	signal	gpc6
vae	847077	real	0.32275132275132273	2019	74.124	tcga	45	signal	gpc6
