algorithm	model_type	geneset_coverage	level_2	abs_top_z_score	dataset	z_dim	geneset_name
dae	real	0.05341246290801187	56	34.9866	tcga	16	gpc2cpreactome
ica	real	0.04599406528189911	112	30.6912	tcga	16	gpc2cpreactome
nmf	real	0.020771513353115726	173	35.047	tcga	16	gpc2cpreactome
pca	real	0.03115727002967359	290	22.2117	tcga	16	gpc2cpreactome
vae	real	0.10089020771513353	382	45.4779	tcga	16	gpc2cpreactome
dae	real	0.41839762611275966	538	42.3346	tcga	200	gpc2cpreactome
ica	real	0.516320474777448	1745	47.8733	tcga	200	gpc2cpreactome
nmf	real	0.3620178041543027	2851	433.365	tcga	200	gpc2cpreactome
pca	real	0.3916913946587537	3089	23.7971	tcga	200	gpc2cpreactome
vae	real	0.27596439169139464	4925	54.3379	tcga	200	gpc2cpreactome
dae	real	0.08456973293768547	76	33.7518	tcga	30	gpc2cpreactome
ica	real	0.09198813056379822	277	58.4747	tcga	30	gpc2cpreactome
nmf	real	0.040059347181008904	381	73.6812	tcga	30	gpc2cpreactome
pca	real	0.05637982195845697	539	23.8112	tcga	30	gpc2cpreactome
vae	real	0.13649851632047477	633	47.1815	tcga	30	gpc2cpreactome
dae	real	0.010385756676557863	8	19.4782	tcga	4	gpc2cpreactome
ica	real	0.020771513353115726	20	27.7802	tcga	4	gpc2cpreactome
nmf	real	0.010385756676557863	53	52.9332	tcga	4	gpc2cpreactome
pca	real	0.010385756676557863	70	21.8807	tcga	4	gpc2cpreactome
vae	real	0.025222551928783383	86	33.9709	tcga	4	gpc2cpreactome
dae	real	0.00741839762611276	8	18.9009	tcga	2	gpc2cpreactome
ica	real	0.005934718100890208	14	22.2454	tcga	2	gpc2cpreactome
nmf	real	0.004451038575667656	20	26.6385	tcga	2	gpc2cpreactome
pca	real	0.005934718100890208	34	21.3997	tcga	2	gpc2cpreactome
vae	real	0.008902077151335312	42	22.3277	tcga	2	gpc2cpreactome
dae	real	0.016320474777448073	10	27.1815	tcga	5	gpc2cpreactome
ica	real	0.01483679525222552	44	29.8409	tcga	5	gpc2cpreactome
nmf	real	0.011869436201780416	64	46.6795	tcga	5	gpc2cpreactome
pca	real	0.013353115727002967	88	21.8808	tcga	5	gpc2cpreactome
vae	real	0.03412462908011869	113	37.4802	tcga	5	gpc2cpreactome
dae	real	0.31305637982195844	416	34.3661	tcga	125	gpc2cpreactome
ica	real	0.34718100890207715	885	41.8806	tcga	125	gpc2cpreactome
nmf	real	0.228486646884273	1670	100.196	tcga	125	gpc2cpreactome
pca	real	0.25370919881305637	1964	23.7971	tcga	125	gpc2cpreactome
vae	real	0.19287833827893175	2781	48.1177	tcga	125	gpc2cpreactome
dae	real	0.34124629080118696	19	51.2141	tcga	150	gpc2cpreactome
ica	real	0.42136498516320475	757	43.1422	tcga	150	gpc2cpreactome
nmf	real	0.28486646884273	2137	151.47299999999998	tcga	150	gpc2cpreactome
pca	real	0.2893175074183976	2338	23.7971	tcga	150	gpc2cpreactome
vae	real	0.20771513353115728	3689	49.275	tcga	150	gpc2cpreactome
dae	real	0.2195845697329377	98	42.8043	tcga	80	gpc2cpreactome
ica	real	0.23590504451038577	785	34.8168	tcga	80	gpc2cpreactome
nmf	real	0.13649851632047477	1078	87.8875	tcga	80	gpc2cpreactome
pca	real	0.17507418397626112	1289	23.7971	tcga	80	gpc2cpreactome
vae	real	0.20178041543026706	1856	46.9602	tcga	80	gpc2cpreactome
dae	real	0.17062314540059348	188	34.6497	tcga	40	gpc2cpreactome
ica	real	0.09050445103857567	209	42.8001	tcga	40	gpc2cpreactome
nmf	real	0.06379821958456973	480	78.8081	tcga	40	gpc2cpreactome
pca	real	0.08011869436201781	686	23.7983	tcga	40	gpc2cpreactome
vae	real	0.15281899109792285	818	45.1648	tcga	40	gpc2cpreactome
dae	real	0.020771513353115726	25	28.7032	tcga	7	gpc2cpreactome
ica	real	0.02967359050445104	48	22.3739	tcga	7	gpc2cpreactome
nmf	real	0.013353115727002967	80	41.1856	tcga	7	gpc2cpreactome
pca	real	0.019287833827893175	118	21.8807	tcga	7	gpc2cpreactome
vae	real	0.06083086053412463	162	26.1379	tcga	7	gpc2cpreactome
dae	real	0.21364985163204747	292	30.1143	tcga	70	gpc2cpreactome
ica	real	0.21513353115727002	352	37.6722	tcga	70	gpc2cpreactome
nmf	real	0.12166172106824925	1048	81.9953	tcga	70	gpc2cpreactome
pca	real	0.14985163204747776	1139	23.7971	tcga	70	gpc2cpreactome
vae	real	0.18694362017804153	1565	38.1557	tcga	70	gpc2cpreactome
dae	real	0.1661721068249258	25	30.4588	tcga	45	gpc2cpreactome
ica	real	0.14688427299703263	443	38.0406	tcga	45	gpc2cpreactome
nmf	real	0.0712166172106825	616	64.1522	tcga	45	gpc2cpreactome
pca	real	0.10089020771513353	763	23.7973	tcga	45	gpc2cpreactome
vae	real	0.16172106824925817	1110	41.2579	tcga	45	gpc2cpreactome
dae	real	0.23590504451038577	377	38.4291	tcga	90	gpc2cpreactome
ica	real	0.26706231454005935	760	42.1757	tcga	90	gpc2cpreactome
nmf	real	0.1513353115727003	1320	98.2296	tcga	90	gpc2cpreactome
pca	real	0.18991097922848665	1435	23.7971	tcga	90	gpc2cpreactome
vae	real	0.18545994065281898	2029	47.0461	tcga	90	gpc2cpreactome
dae	real	0.04599406528189911	1	35.3806	tcga	14	gpc2cpreactome
ica	real	0.040059347181008904	101	30.7184	tcga	14	gpc2cpreactome
nmf	real	0.019287833827893175	151	36.1108	tcga	14	gpc2cpreactome
pca	real	0.028189910979228485	261	22.2146	tcga	14	gpc2cpreactome
vae	real	0.08605341246290801	288	40.3251	tcga	14	gpc2cpreactome
dae	real	0.20178041543026706	203	33.3333	tcga	60	gpc2cpreactome
ica	real	0.1572700296735905	548	33.0995	tcga	60	gpc2cpreactome
nmf	real	0.10385756676557864	769	67.1182	tcga	60	gpc2cpreactome
pca	real	0.11869436201780416	989	23.7972	tcga	60	gpc2cpreactome
vae	real	0.1913946587537092	1244	39.8016	tcga	60	gpc2cpreactome
dae	real	0.028189910979228485	44	30.1033	tcga	10	gpc2cpreactome
ica	real	0.037091988130563795	60	46.739	tcga	10	gpc2cpreactome
nmf	real	0.01483679525222552	111	39.1978	tcga	10	gpc2cpreactome
pca	real	0.02225519287833828	164	21.8807	tcga	10	gpc2cpreactome
vae	real	0.07270029673590504	239	31.2749	tcga	10	gpc2cpreactome
dae	real	0.2789317507418398	148	33.7696	tcga	100	gpc2cpreactome
ica	real	0.3264094955489614	715	55.033	tcga	100	gpc2cpreactome
nmf	real	0.1824925816023739	1421	107.072	tcga	100	gpc2cpreactome
pca	real	0.21216617210682492	1585	23.7971	tcga	100	gpc2cpreactome
vae	real	0.21216617210682492	2291	67.4615	tcga	100	gpc2cpreactome
dae	real	0.019287833827893175	5	28.4198	tcga	6	gpc2cpreactome
ica	real	0.016320474777448073	35	31.2783	tcga	6	gpc2cpreactome
nmf	real	0.013353115727002967	73	44.7247	tcga	6	gpc2cpreactome
pca	real	0.016320474777448073	101	21.8807	tcga	6	gpc2cpreactome
vae	real	0.040059347181008904	128	48.3224	tcga	6	gpc2cpreactome
