algorithm	model_type	geneset_coverage	level_2	abs_top_z_score	dataset	z_dim	geneset_name
dae	real	0.009918845807033363	47	36.1645	tcga	14	gpc5bp
ica	real	0.007439134355275023	132	33.1619	tcga	14	gpc5bp
nmf	real	0.004283137962128043	141	35.2116	tcga	14	gpc5bp
pca	real	0.005861136158701533	210	28.4284	tcga	14	gpc5bp
vae	real	0.0193868349864743	290	28.5294	tcga	14	gpc5bp
dae	real	0.018710550045085664	130	44.0352	tcga	30	gpc5bp
ica	real	0.018034265103697024	241	42.0499	tcga	30	gpc5bp
nmf	real	0.010144274120829576	381	74.3415	tcga	30	gpc5bp
pca	real	0.011722272317403066	450	28.4284	tcga	30	gpc5bp
vae	real	0.03584310189359784	725	38.8192	tcga	30	gpc5bp
dae	real	0.10459873760144274	486	44.4723	tcga	150	gpc5bp
ica	real	0.10640216411181244	978	57.9468	tcga	150	gpc5bp
nmf	real	0.0793507664562669	1589	inf	tcga	150	gpc5bp
pca	real	0.08070333633904418	2250	28.4284	tcga	150	gpc5bp
vae	real	0.0827321911632101	3125	49.5395	tcga	150	gpc5bp
dae	real	0.015329125338142471	81	38.5292	tcga	25	gpc5bp
ica	real	0.013976555455365193	231	41.7395	tcga	25	gpc5bp
nmf	real	0.007664562669071236	334	86.2949	tcga	25	gpc5bp
pca	real	0.009467989179440937	375	28.4284	tcga	25	gpc5bp
vae	real	0.029756537421100092	601	42.6841	tcga	25	gpc5bp
dae	real	0.046212804328223625	184	39.6862	tcga	60	gpc5bp
ica	real	0.033588818755635706	394	41.4314	tcga	60	gpc5bp
nmf	real	0.028854824165915238	721	129.226	tcga	60	gpc5bp
pca	real	0.026149684400360685	902	28.4284	tcga	60	gpc5bp
vae	real	0.059513074842200184	1454	45.8895	tcga	60	gpc5bp
dae	real	0.0757439134355275	215	38.6596	tcga	100	gpc5bp
ica	real	0.07506762849413887	926	59.9402	tcga	100	gpc5bp
nmf	real	0.05320108205590622	1455	200.32	tcga	100	gpc5bp
pca	real	0.047114517583408476	1500	28.4284	tcga	100	gpc5bp
vae	real	0.0721370604147881	2333	38.7243	tcga	100	gpc5bp
dae	real	0.059513074842200184	100	38.7296	tcga	70	gpc5bp
ica	real	0.04440937781785392	534	57.4996	tcga	70	gpc5bp
nmf	real	0.033363390441839495	823	152.713	tcga	70	gpc5bp
pca	real	0.03133453561767358	1053	28.4284	tcga	70	gpc5bp
vae	real	0.058611361587015326	1410	40.2014	tcga	70	gpc5bp
dae	real	0.011496844003606854	60	36.7782	tcga	20	gpc5bp
ica	real	0.012398557258791704	179	45.1153	tcga	20	gpc5bp
nmf	real	0.006762849413886384	280	47.9113	tcga	20	gpc5bp
pca	real	0.007439134355275023	302	28.4284	tcga	20	gpc5bp
vae	real	0.02569882777276826	473	32.3154	tcga	20	gpc5bp
dae	real	0.003381424706943192	7	38.6944	tcga	6	gpc5bp
ica	real	0.002705139765554554	42	30.3085	tcga	6	gpc5bp
nmf	real	0.0018034265103697023	60	49.5631	tcga	6	gpc5bp
pca	real	0.002705139765554554	92	28.4284	tcga	6	gpc5bp
vae	real	0.006988277727682597	139	35.5812	tcga	6	gpc5bp
