algorithm	model_type	geneset_coverage	level_2	abs_top_z_score	dataset	z_dim	geneset_name
nmf	real	0.1740139211136891	892	82.2201	tcga	60	gpc4cm
pca	real	0.21345707656612528	905	33.8286	tcga	60	gpc4cm
vae	real	0.26218097447795824	1356	46.2515	tcga	60	gpc4cm
dae	real	0.04408352668213457	31	34.1306	tcga	8	gpc4cm
ica	real	0.048723897911832945	43	39.1851	tcga	8	gpc4cm
nmf	real	0.030162412993039442	94	41.0	tcga	8	gpc4cm
pca	real	0.03248259860788863	125	33.8286	tcga	8	gpc4cm
vae	real	0.06960556844547564	167	29.0753	tcga	8	gpc4cm
dae	real	0.20649651972157773	201	43.2338	tcga	45	gpc4cm
ica	real	0.1902552204176334	302	32.7286	tcga	45	gpc4cm
nmf	real	0.12064965197215777	533	51.0596	tcga	45	gpc4cm
pca	real	0.16009280742459397	684	33.8286	tcga	45	gpc4cm
vae	real	0.2111368909512761	1028	37.4713	tcga	45	gpc4cm
dae	real	0.08120649651972157	42	27.1179	tcga	20	gpc4cm
ica	real	0.08816705336426914	123	40.708	tcga	20	gpc4cm
nmf	real	0.06496519721577726	280	45.8414	tcga	20	gpc4cm
pca	real	0.060324825986078884	305	33.8286	tcga	20	gpc4cm
vae	real	0.11832946635730858	488	32.3514	tcga	20	gpc4cm
dae	real	0.33642691415313225	300	36.8748	tcga	90	gpc4cm
ica	real	0.3248259860788863	558	30.8994	tcga	90	gpc4cm
nmf	real	0.2529002320185615	1190	84.4996	tcga	90	gpc4cm
pca	real	0.28306264501160094	1355	33.8286	tcga	90	gpc4cm
vae	real	0.27610208816705334	1826	39.8355	tcga	90	gpc4cm
dae	real	0.12761020881670534	135	32.3783	tcga	30	gpc4cm
ica	real	0.12761020881670534	218	33.6527	tcga	30	gpc4cm
nmf	real	0.08120649651972157	381	54.2832	tcga	30	gpc4cm
pca	real	0.0951276102088167	455	33.8286	tcga	30	gpc4cm
vae	real	0.17865429234338748	679	36.8567	tcga	30	gpc4cm
dae	real	0.01160092807424594	4	27.9592	tcga	2	gpc4cm
ica	real	0.009280742459396751	14	30.0546	tcga	2	gpc4cm
nmf	real	0.009280742459396751	24	28.5667	tcga	2	gpc4cm
pca	real	0.009280742459396751	39	33.8286	tcga	2	gpc4cm
vae	real	0.016241299303944315	48	25.7741	tcga	2	gpc4cm
dae	real	0.10672853828306264	47	37.0555	tcga	25	gpc4cm
ica	real	0.11136890951276102	140	51.0503	tcga	25	gpc4cm
nmf	real	0.06264501160092807	331	52.3879	tcga	25	gpc4cm
pca	real	0.07888631090487239	384	33.8286	tcga	25	gpc4cm
vae	real	0.16705336426914152	513	35.6878	tcga	25	gpc4cm
dae	real	0.11600928074245939	58	43.1285	tcga	35	gpc4cm
ica	real	0.16473317865429235	332	56.3353	tcga	35	gpc4cm
nmf	real	0.09744779582366589	432	60.2739	tcga	35	gpc4cm
pca	real	0.1136890951276102	530	33.8286	tcga	35	gpc4cm
vae	real	0.17633410672853828	845	36.1828	tcga	35	gpc4cm
dae	real	0.20185614849187936	119	62.5264	tcga	40	gpc4cm
ica	real	0.14153132250580047	311	48.1182	tcga	40	gpc4cm
nmf	real	0.12064965197215777	481	61.8022	tcga	40	gpc4cm
pca	real	0.13225058004640372	609	33.8286	tcga	40	gpc4cm
vae	real	0.1902552204176334	962	33.3748	tcga	40	gpc4cm
dae	real	0.0951276102088167	72	38.4984	tcga	18	gpc4cm
ica	real	0.060324825986078884	107	29.3639	tcga	18	gpc4cm
nmf	real	0.058004640371229696	193	43.8075	tcga	18	gpc4cm
pca	real	0.05568445475638051	275	33.8286	tcga	18	gpc4cm
vae	real	0.1136890951276102	387	32.8804	tcga	18	gpc4cm
dae	real	0.025522041763341066	23	28.5659	tcga	5	gpc4cm
ica	real	0.02320185614849188	37	28.2877	tcga	5	gpc4cm
nmf	real	0.02320185614849188	64	33.5126	tcga	5	gpc4cm
pca	real	0.02320185614849188	81	33.8286	tcga	5	gpc4cm
vae	real	0.03248259860788863	105	31.1859	tcga	5	gpc4cm
dae	real	0.04176334106728538	21	36.1496	tcga	9	gpc4cm
ica	real	0.04176334106728538	73	38.0679	tcga	9	gpc4cm
nmf	real	0.03248259860788863	100	40.6057	tcga	9	gpc4cm
pca	real	0.03480278422273782	143	33.8286	tcga	9	gpc4cm
vae	real	0.07888631090487239	194	34.6263	tcga	9	gpc4cm
dae	real	0.46867749419953597	365	45.2813	tcga	150	gpc4cm
ica	real	0.48259860788863107	787	57.1693	tcga	150	gpc4cm
nmf	real	0.35730858468677495	1843	1734.06	tcga	150	gpc4cm
pca	real	0.43387470997679817	2259	33.8286	tcga	150	gpc4cm
vae	real	0.3433874709976798	3228	41.5192	tcga	150	gpc4cm
dae	real	0.20649651972157773	41	36.9838	tcga	50	gpc4cm
ica	real	0.2273781902552204	303	28.6374	tcga	50	gpc4cm
nmf	real	0.16241299303944315	582	71.5667	tcga	50	gpc4cm
pca	real	0.16009280742459397	755	33.8286	tcga	50	gpc4cm
vae	real	0.2273781902552204	1020	35.1437	tcga	50	gpc4cm
dae	real	0.3665893271461717	252	40.1115	tcga	100	gpc4cm
ica	real	0.4408352668213457	715	26.3436	tcga	100	gpc4cm
nmf	real	0.28074245939675174	1294	82.4347	tcga	100	gpc4cm
pca	real	0.3271461716937355	1508	33.8286	tcga	100	gpc4cm
vae	real	0.308584686774942	2456	44.4336	tcga	100	gpc4cm
dae	real	0.05336426914153132	15	28.3705	tcga	12	gpc4cm
ica	real	0.048723897911832945	94	34.9104	tcga	12	gpc4cm
nmf	real	0.04176334106728538	134	40.5629	tcga	12	gpc4cm
pca	real	0.04408352668213457	186	33.8286	tcga	12	gpc4cm
vae	real	0.0951276102088167	284	41.2678	tcga	12	gpc4cm
dae	real	0.2737819025522042	93	42.071999999999996	tcga	70	gpc4cm
ica	real	0.29698375870069604	570	34.032	tcga	70	gpc4cm
nmf	real	0.20649651972157773	991	72.1654	tcga	70	gpc4cm
pca	real	0.23897911832946636	1057	33.8286	tcga	70	gpc4cm
vae	real	0.26218097447795824	1530	35.7292	tcga	70	gpc4cm
dae	real	0.018561484918793503	17	29.5093	tcga	4	gpc4cm
ica	real	0.03248259860788863	36	29.7283	tcga	4	gpc4cm
nmf	real	0.016241299303944315	50	42.1119	tcga	4	gpc4cm
pca	real	0.018561484918793503	68	33.8286	tcga	4	gpc4cm
vae	real	0.025522041763341066	99	38.001999999999995	tcga	4	gpc4cm
dae	real	0.5266821345707656	381	41.3835	tcga	200	gpc4cm
ica	real	0.617169373549884	1312	29.3737	tcga	200	gpc4cm
nmf	real	0.39211136890951276	2241	inf	tcga	200	gpc4cm
pca	real	0.4988399071925754	3008	33.8286	tcga	200	gpc4cm
vae	real	0.39211136890951276	4925	58.8975	tcga	200	gpc4cm
dae	real	0.05104408352668213	11	32.7621	tcga	10	gpc4cm
ica	real	0.05336426914153132	69	36.4758	tcga	10	gpc4cm
nmf	real	0.037122969837587005	111	38.9848	tcga	10	gpc4cm
pca	real	0.03944315545243619	159	33.8286	tcga	10	gpc4cm
vae	real	0.08120649651972157	207	56.7157	tcga	10	gpc4cm
dae	real	0.06496519721577726	55	31.2981	tcga	16	gpc4cm
ica	real	0.06960556844547564	143	32.2389	tcga	16	gpc4cm
nmf	real	0.04640371229698376	173	50.0975	tcga	16	gpc4cm
pca	real	0.05104408352668213	249	33.8286	tcga	16	gpc4cm
vae	real	0.12064965197215777	329	37.2653	tcga	16	gpc4cm
