algorithm	model_type	geneset_coverage	level_2	abs_top_z_score	dataset	z_dim	geneset_name
pca	real	0.1554524361948956	600	30.0821	target	40	gpc4cm
vae	real	0.18793503480278423	807	44.6766	target	40	gpc4cm
dae	real	0.27610208816705334	103	36.8584	target	80	gpc4cm
ica	real	0.3619489559164733	466	36.3168	target	80	gpc4cm
nmf	real	0.14617169373549885	921	46.4913	target	80	gpc4cm
pca	real	0.419953596287703	1200	30.0821	target	80	gpc4cm
vae	real	0.31554524361948955	1859	32.0562	target	80	gpc4cm
dae	real	0.419953596287703	181	57.4845	target	150	gpc4cm
ica	real	0.5336426914153132	891	22.3167	target	150	gpc4cm
nmf	real	0.1554524361948956	1601	52.4552	target	150	gpc4cm
pca	real	0.5638051044083526	2250	30.0821	target	150	gpc4cm
vae	real	0.32018561484918795	3053	32.4049	target	150	gpc4cm
dae	real	0.21345707656612528	167	35.7473	target	50	gpc4cm
ica	real	0.28074245939675174	332	26.7198	target	50	gpc4cm
nmf	real	0.12761020881670534	620	41.8894	target	50	gpc4cm
pca	real	0.21345707656612528	750	30.0821	target	50	gpc4cm
vae	real	0.20649651972157773	1061	33.0857	target	50	gpc4cm
dae	real	0.22273781902552203	96	38.6622	target	60	gpc4cm
ica	real	0.29930394431554525	416	25.1344	target	60	gpc4cm
nmf	real	0.1368909512761021	721	53.9888	target	60	gpc4cm
pca	real	0.2459396751740139	900	30.0821	target	60	gpc4cm
vae	real	0.26450116009280744	1449	28.914	target	60	gpc4cm
dae	real	0.4408352668213457	48	36.7828	target	125	gpc4cm
ica	real	0.4965197215777262	752	40.6877	target	125	gpc4cm
nmf	real	0.1716937354988399	1390	42.9913	target	125	gpc4cm
pca	real	0.5382830626450116	1875	30.0821	target	125	gpc4cm
vae	real	0.30162412993039445	2843	39.2012	target	125	gpc4cm
dae	real	0.06960556844547564	12	27.7077	target	12	gpc4cm
ica	real	0.06496519721577726	97	19.3119	target	12	gpc4cm
nmf	real	0.037122969837587005	159	51.2407	target	12	gpc4cm
pca	real	0.05104408352668213	180	30.0821	target	12	gpc4cm
vae	real	0.09048723897911833	291	28.0911	target	12	gpc4cm
dae	real	0.1716937354988399	152	35.2922	target	35	gpc4cm
ica	real	0.20417633410672853	266	23.1295	target	35	gpc4cm
nmf	real	0.09744779582366589	388	57.9037	target	35	gpc4cm
pca	real	0.1368909512761021	525	30.0821	target	35	gpc4cm
vae	real	0.1716937354988399	744	25.4023	target	35	gpc4cm
dae	real	0.04176334106728538	11	22.5447	target	8	gpc4cm
ica	real	0.03248259860788863	65	33.9118	target	8	gpc4cm
nmf	real	0.027842227378190254	116	39.7342	target	8	gpc4cm
pca	real	0.037122969837587005	120	30.0821	target	8	gpc4cm
vae	real	0.06496519721577726	171	33.5832	target	8	gpc4cm
